makam,num_usuls,shapeh_mean,shapeh_best,avg_rank,best_rank
Gülizâr Küpe,1,29.678540681899783,29.678540681899783,2186.0476190476193,2186.0476190476193
Nühüft Seyir,1,29.85240334165613,29.85240334165613,2188.2380952380954,2188.2380952380954
Beyâtîarabânbûselik Küpe,1,30.61575399420124,30.61575399420124,2196.1190476190477,2196.1190476190477
Isfahân İlâhî,1,29.277635271279255,29.277635271279255,2198.1190476190477,2198.1190476190477
Segâh-Mâye Küpe,1,30.245450696685996,30.245450696685996,2199.214285714286,2199.214285714286
Eviçbûselik Küpe,1,30.069927920168954,30.069927920168954,2199.5714285714284,2199.5714285714284
Hicaz-Zemzeme Şarkı,1,31.19923097028626,31.19923097028626,2201.5,2201.5
Beyâtî-Arabân Küpe,1,29.42394728517913,29.42394728517913,2203,2203
Hicaz-Hümâyûn Durak,1,30.725978234273416,30.725978234273416,2204.2976190476193,2204.2976190476193
Vech-i-Şehnâz Küpe,1,30.13154947351455,30.13154947351455,2205.7619047619046,2205.7619047619046
Hicaz Kanto,1,32.55155780988184,32.55155780988184,2207.9761904761904,2207.9761904761904
Muhayyer Etüd,1,29.865107330474586,29.865107330474586,2208.3333333333335,2208.3333333333335
Segâh Küpe,1,30.125010556979095,30.125010556979095,2211,2211
Acem Seyir,1,29.734760682696177,29.734760682696177,2211.0238095238096,2211.0238095238096
Arazbâr Küpe,1,30.179767326555023,30.179767326555023,2213.5714285714284,2213.5714285714284
Hicazkâr Küpe,1,30.23222587993989,30.23222587993989,2213.595238095238,2213.595238095238
Irak Şarkı,1,29.457790755484893,29.457790755484893,2215.190476190476,2215.190476190476
Nühüft Küpe,1,29.129256582450296,29.129256582450296,2217.6190476190477,2217.6190476190477
Muhayyerbûselik Küpe,1,29.867704466044785,29.867704466044785,2217.6428571428573,2217.6428571428573
Hicâzî-Uşşak Nefes,1,30.216678002063976,30.216678002063976,2220.595238095238,2220.595238095238
Sûzinâk Türkü,1,30.97053687046571,30.97053687046571,2221.9523809523807,2221.9523809523807
Mâhurbûselik Küpe,1,29.103891426294847,29.103891426294847,2227.809523809524,2227.809523809524
Şehnâz Aranağme,2,29.44605769500155,37.30590202797785,2228.6309523809523,1867.7142857142858
Hicaz-Hümâyûn Küpe,1,28.84988498065283,28.84988498065283,2231.0238095238096,2231.0238095238096
Hüseynî İlâhî,6,26.387837142427042,47.270816599037495,2232.6825396825398,1374.857142857143
Eviç Karşılama,1,32.9088642366044,32.9088642366044,2239.809523809524,2239.809523809524
Rûy-i-Irâk Küpe,1,29.683440629550738,29.683440629550738,2243.1190476190477,2243.1190476190477
Şehnâzbûselik Küpe,1,30.009927732263204,30.009927732263204,2246.4523809523807,2246.4523809523807
Arazbâr Seyir,3,29.32313119310268,34.29859079846578,2247.1190476190477,2041.9285714285713
Bûselik Küpe,1,29.166911164606585,29.166911164606585,2250.3571428571427,2250.3571428571427
Rengidil Durak,1,30.959936662873954,30.959936662873954,2254.6785714285716,2254.6785714285716
Uşşak Küpe,1,29.377070617897186,29.377070617897186,2260.3333333333335,2260.3333333333335
Nevâ Türkü,2,28.539082725200448,37.665748624981006,2262.7976190476193,1883.4761904761904
Bestenigâr Küpe,1,29.32842761962151,29.32842761962151,2263.214285714286,2263.214285714286
Nev`eser Sirto,1,30.724627483637445,30.724627483637445,2263.6666666666665,2263.6666666666665
Mâhur Seyir,1,28.891738900146272,28.891738900146272,2273.3571428571427,2273.3571428571427
Eviç Küpe,1,29.8522382627252,29.8522382627252,2274.214285714286,2274.214285714286
Nevrûz Şarkı,1,29.78082385206377,29.78082385206377,2274.5714285714284,2274.5714285714284
Hüseynî Küpe,1,29.65044156494148,29.65044156494148,2275.1190476190477,2275.1190476190477
Bahr-i-Nâzik Küpe,1,27.85152556064258,27.85152556064258,2276.404761904762,2276.404761904762
Sultan-ı-Arak Küpe,1,27.40359739789205,27.40359739789205,2277.7380952380954,2277.7380952380954
Isfahânek Küpe,1,28.671224907375016,28.671224907375016,2280.3571428571427,2280.3571428571427
Rast Türkü,7,26.004272635761346,44.259699407558685,2281.2205215419503,1502.2698412698412
Canfezâ Seyir,1,27.691220724606623,27.691220724606623,2283.8333333333335,2283.8333333333335
Isfahân Küpe,1,27.65704492568667,27.65704492568667,2285.8809523809523,2285.8809523809523
Rahatülervah Küpe,1,27.837654605898898,27.837654605898898,2287.2380952380954,2287.2380952380954
Nihâvent Marş,2,29.852531068383907,30.105292528209418,2288.351190476191,2244.1428571428573
Bûselik Beste,1,28.718141445271975,28.718141445271975,2290.404761904762,2290.404761904762
Hüseynîaşîrân Şarkı,1,28.450400802282925,28.450400802282925,2292.285714285714,2292.285714285714
Nevrûz Türkü,1,27.504798549774637,27.504798549774637,2296.809523809524,2296.809523809524
Acemaşîrân Zeybek,1,30.29637610536234,30.29637610536234,2300.785714285714,2300.785714285714
Hicaz-Uzzâl Zeybek,1,30.254738464028556,30.254738464028556,2301.7261904761904,2301.7261904761904
Tarz-ı-Nevîn Seyir,1,26.87523429709988,26.87523429709988,2301.785714285714,2301.785714285714
Şehnâz Küpe,1,27.580946998164965,27.580946998164965,2304.9761904761904,2304.9761904761904
Hicaz-Hümâyûn Oyunhavası,1,30.825499427362313,30.825499427362313,2306.5238095238096,2306.5238095238096
Arazbârbûselik Küpe,1,29.02835324761168,29.02835324761168,2307.595238095238,2307.595238095238
Ferahnâk Küpe,1,27.604497981980447,27.604497981980447,2309.5476190476193,2309.5476190476193
Hisarbûselik Küpe,1,27.7810101127889,27.7810101127889,2309.8571428571427,2309.8571428571427
Dilkeşîde Küpe,1,28.165145393259934,28.165145393259934,2314.8809523809523,2314.8809523809523
Acemaşîrân Küpe,1,26.21813001490425,26.21813001490425,2317.309523809524,2317.309523809524
Şevkâver Küpe,1,28.547533031558057,28.547533031558057,2319.595238095238,2319.595238095238
Şedarabân Küpe,1,26.683685144449658,26.683685144449658,2322.7619047619046,2322.7619047619046
Nişâbur Türkü,2,29.429219584690305,32.87133359083882,2327.0476190476193,2198.190476190476
Rast Kâr,2,28.396819020240432,29.068923031431204,2334.440476190476,2323.404761904762
Nişâbur Seyir,1,26.28953369051706,26.28953369051706,2334.690476190476,2334.690476190476
Beyâtî Küpe,1,26.108100057165405,26.108100057165405,2334.9761904761904,2334.9761904761904
Hüzzam Aranağme,2,26.809453090483125,34.52457864849366,2339.6190476190477,2024.8333333333333
Karcığar Zeybek,1,28.78116652566952,28.78116652566952,2343.0714285714284,2343.0714285714284
Dilkeşhâveran Küpe,1,27.717859213551357,27.717859213551357,2345.2619047619046,2345.2619047619046
Beyâtîbûselik Küpe,1,27.077982835861345,27.077982835861345,2351.6428571428573,2351.6428571428573
Beste-Isfahan Küpe,1,26.762464069809226,26.762464069809226,2354.6428571428573,2354.6428571428573
Segâh Zeybek,1,28.497314236682417,28.497314236682417,2355.8809523809523,2355.8809523809523
Nevâ Küpe,1,27.523402779092102,27.523402779092102,2357.095238095238,2357.095238095238
Eviç Kârçe,1,28.61311259563436,28.61311259563436,2358.4761904761904,2358.4761904761904
Gülzâr Küpe,1,26.916324688380026,26.916324688380026,2361.1428571428573,2361.1428571428573
Hisar Küpe,1,26.43048915258102,26.43048915258102,2361.6190476190477,2361.6190476190477
Sûzidil Seyir,2,27.020312518124932,28.175512567197504,2361.845238095238,2341.309523809524
Rast Kanto,3,28.71696551368739,35.25794237575138,2361.984126984127,2187.285714285714
Pesendîde Seyir,1,26.4895975174191,26.4895975174191,2369.1428571428573,2369.1428571428573
Dügâh Türkü,1,26.880416527348462,26.880416527348462,2375.9285714285716,2375.9285714285716
Dügâh-Mâye Küpe,1,27.221239600654833,27.221239600654833,2377.1428571428573,2377.1428571428573
Hisar Seyir,2,26.663152930926053,27.717466290421022,2377.940476190476,2293.3333333333335
Gerdâniye Seyir,2,25.64124470633214,28.683896317949547,2379.095238095238,2270.4285714285716
Şevkutarab Küpe,1,27.18434568064041,27.18434568064041,2379.5476190476193,2379.5476190476193
Muhayyerkürdî Küpe,1,25.92270622537171,25.92270622537171,2379.6666666666665,2379.6666666666665
Sûzidil Küpe,1,26.3499946884404,26.3499946884404,2381.0238095238096,2381.0238095238096
Sabâ Küpe,1,26.715549312607532,26.715549312607532,2381.0238095238096,2381.0238095238096
Hüzzam-ı-Cedîd İlâhî,1,27.874997193285072,27.874997193285072,2386.785714285714,2386.785714285714
Sabâbûselik Küpe,1,26.332776297935215,26.332776297935215,2390.4761904761904,2390.4761904761904
Sabâ-Zemzeme Küpe,1,25.08522463521694,25.08522463521694,2394.7380952380954,2394.7380952380954
Şevk-ı-Cedîd Küpe,1,25.016789717797447,25.016789717797447,2394.809523809524,2394.809523809524
Hüzzam Küpe,1,27.349100949005432,27.349100949005432,2397.214285714286,2397.214285714286
Bend-i-Hisar Küpe,1,25.110542102657185,25.110542102657185,2401.9523809523807,2401.9523809523807
Sûzidilârâ Seyir,1,26.342290298371942,26.342290298371942,2402.3928571428573,2402.3928571428573
Karcığar Küpe,1,24.906427821501477,24.906427821501477,2404.9523809523807,2404.9523809523807
Hicaz-Zirgüle Küpe,1,26.25329888213717,26.25329888213717,2406.1190476190477,2406.1190476190477
Sazkâr Seyir,1,26.782243846307207,26.782243846307207,2408.190476190476,2408.190476190476
Acem Küpe,1,25.18570850608621,25.18570850608621,2409.404761904762,2409.404761904762
Hicaz Mandra,1,28.287551776682765,28.287551776682765,2413.809523809524,2413.809523809524
Uşşak Nefes,1,27.76101951893008,27.76101951893008,2421.3809523809523,2421.3809523809523
Revnâknümâ Küpe,1,25.63409281512862,25.63409281512862,2423.309523809524,2423.309523809524
Hicaz-Uzzâl İlâhî,2,27.28183577878758,31.214900376374533,2423.583333333333,2279.190476190476
Hicaz-Hümâyûn Seyir,2,23.340138794512036,31.61011717788901,2423.684523809524,2102.6666666666665
Beyâtî Seyir,2,25.15170358607606,25.836162976828643,2423.934523809524,2409.035714285714
Pençgâh-ı-Zâid Seyir,1,24.82111016615549,24.82111016615549,2428.1428571428573,2428.1428571428573
Hicaz Seyir,2,24.879945864150386,27.496201980499453,2430.0992063492067,2372.4285714285716
Nihâvend-i-Kebîr Küpe,1,27.405702654551966,27.405702654551966,2430.6428571428573,2430.6428571428573
Şevk`efzâ Seyir,3,25.056919505948528,25.461279324065714,2438.531746031746,2392.904761904762
Hicazaşîrân Seyir,1,25.283822593773618,25.283822593773618,2439.7619047619046,2439.7619047619046
Kûçek Küpe,1,24.403577369310028,24.403577369310028,2442.3571428571427,2442.3571428571427
Zîrefkend Küpe,1,25.039426577456886,25.039426577456886,2444.785714285714,2444.785714285714
Hicazaşîrân Küpe,1,25.441353445760665,25.441353445760665,2444.904761904762,2444.904761904762
Sûzinâk Mersiye,1,23.602194321949572,23.602194321949572,2446.095238095238,2446.095238095238
Acembûselik Küpe,1,25.629559334564014,25.629559334564014,2449.3809523809523,2449.3809523809523
Râhatfezâ Küpe,1,24.902697841519206,24.902697841519206,2453.214285714286,2453.214285714286
Şehnâz Seyir,2,24.162148873179426,24.59868111193803,2453.595238095238,2431.2619047619046
Beste-Isfahan Seyir,1,25.698250706020236,25.698250706020236,2463.7380952380954,2463.7380952380954
Kürdîlihicazkâr Seyir,3,22.708273280563095,27.873488526070243,2466.3201058201057,2278.436507936508
Hicaz-Uzzâl Küpe,1,25.15706034142,25.15706034142,2470.5238095238096,2470.5238095238096
Zâvil Seyir,2,24.140256352621893,28.932465639534502,2470.607142857143,2297.214285714286
Çargâh(Yeni) Peşrev,1,24.530276822477163,24.530276822477163,2471.0238095238096,2471.0238095238096
Yegâh Küpe,1,23.217294546602083,23.217294546602083,2471.2619047619046,2471.2619047619046
Nevâkürdî Küpe,1,23.765042465681592,23.765042465681592,2477.3809523809523,2477.3809523809523
Hicazkâr Aranağme,5,22.543253417086373,51.01678201841023,2478.0904761904762,1443.1904761904761
Hisarbûselik Seyir,1,25.18869586830534,25.18869586830534,2479.0238095238096,2479.0238095238096
Vech-i-Arazbâr Küpe,1,25.33313547265045,25.33313547265045,2480.5,2480.5
Hüseynî Nefes,1,24.245751430678414,24.245751430678414,2481.6666666666665,2481.6666666666665
Sultânîyegâh Seyir,2,22.655890670533864,25.119681326096316,2482.0059523809523,2393.940476190476
Müstear Seyir,2,23.172860119840454,27.65522103583824,2485.0833333333335,2316.5238095238096
Pençgâh Seyir,2,22.536981369111132,26.161130027182566,2486.4285714285716,2350.4761904761904
Rahatülervah Seyir,1,24.29426993291629,24.29426993291629,2489.3333333333335,2489.3333333333335
Hicaz Küpe,1,23.873231142114882,23.873231142114882,2489.9285714285716,2489.9285714285716
Bûselikaşîrân Küpe,1,24.32112112167114,24.32112112167114,2496.9285714285716,2496.9285714285716
Dügâh-Mâye Oyunhavası,1,22.117853281292255,22.117853281292255,2497.9523809523807,2497.9523809523807
Beyâtî Yürüksemâî,2,22.22672683856447,30.82199038926541,2500.035714285714,2197.8809523809523
Sipihr Küpe,1,22.82401022342943,22.82401022342943,2500.714285714286,2500.714285714286
Hisarbûselik Aranağme,2,20.71807154874292,29.293035368406855,2501.916666666667,2198.2380952380954
Hüzzam Seyir,2,22.32934381701562,23.47985971750507,2504.404761904762,2445.595238095238
Ferahfezâ Seyir,2,22.482028544986093,28.635133741746813,2507.0476190476193,2272.9761904761904
Nevâ Seyir,2,21.538172433778993,25.293854725656583,2510.3035714285716,2366.6071428571427
Zevk-ı-Tarab Küpe,1,23.536956736159908,23.536956736159908,2513.2619047619046,2513.2619047619046
Beyâtî Aranağme,2,22.092824125375053,31.714841664307663,2513.714285714286,2229.785714285714
Hüseynîaşîrân Seyir,3,22.91112839346532,27.60146089596581,2516.325396825397,2313.404761904762
Rast Seyir,3,22.222610300730825,27.93787025318366,2517.1984126984125,2287.6190476190477
Rast İlâhî,2,20.773095643076214,31.77992363428982,2524.8809523809523,2183.3571428571427
Segâh-Mâye Seyir,1,22.677735994187266,22.677735994187266,2527.2619047619046,2527.2619047619046
Tarz-ı-Cedîd Küpe,1,23.326187827194275,23.326187827194275,2529.214285714286,2529.214285714286
Nişâbur Küpe,1,23.160062932823422,23.160062932823422,2531.690476190476,2531.690476190476
Şevkutarab Seyir,1,20.700364264111908,20.700364264111908,2532.154761904762,2532.154761904762
Muhayyersünbüle Küpe,1,21.851646800551887,21.851646800551887,2532.4285714285716,2532.4285714285716
Muhayyer Küpe,1,23.154839967050695,23.154839967050695,2533.5,2533.5
Büzürk Seyir,1,23.926825957150843,23.926825957150843,2535.404761904762,2535.404761904762
Arabân Küpe,1,22.442370307554228,22.442370307554228,2544.6190476190477,2544.6190476190477
Hicaz Aranağme,3,20.3658431194127,35.695338438264436,2545.2619047619046,2021.7857142857142
Karcığar Seyir,3,22.0533480813342,29.775296743539112,2545.285714285714,2290.3809523809523
Acemaşîrân Seyir,2,21.688038800230615,27.219167481885922,2549.25,2355.4285714285716
Evcârâ Seyir,2,21.11399647764909,21.65182116284082,2551.3511904761904,2530.8571428571427
Hicazkâr Seyir,3,21.80084337798096,22.727871571237344,2556.472222222222,2522.6190476190477
Uşşak Kürthavası,1,22.112036207741813,22.112036207741813,2558.8809523809523,2558.8809523809523
Dügâh Seyir,1,19.358656524436938,19.358656524436938,2559.285714285714,2559.285714285714
Sûzinâk-Zirgüle Seyir,2,19.928112433167115,26.77710567554728,2564.357142857143,2324.5238095238096
Uşşak Oyunhavası,2,20.562262451011378,30.82029978021811,2567.523809523809,2285.9761904761904
Muhayyer Seyir,2,20.42811811867272,22.01006649930166,2574.160714285714,2510.940476190476
Ferahnâk Seyir,3,20.011858164218726,29.55261939256516,2576.1111111111113,2300.2380952380954
Nihâvend-i-Kebîr Seyir,1,21.440764951412795,21.440764951412795,2576.714285714286,2576.714285714286
Şehnâzbûselik Aranağme,1,21.278322416145027,21.278322416145027,2578.2380952380954,2578.2380952380954
Hüseynî Karşılama,1,21.510467282929685,21.510467282929685,2579.690476190476,2579.690476190476
Irak Seyir,1,19.912876143045253,19.912876143045253,2581.1428571428573,2581.1428571428573
Gülizâr Seyir,2,20.98965923970892,22.368728399742412,2581.154761904762,2529.7380952380954
Uşşak Seyir,2,19.08861837753494,22.84939661225608,2586.8273809523807,2466.9166666666665
Tâhir Aranağme,1,20.22800866781404,20.22800866781404,2587.095238095238,2587.095238095238
Yegâh Seyir,2,19.821370478365296,22.90276727167569,2587.125,2456.035714285714
Hicaz-Zirgüle Seyir,2,20.603658091618364,21.419630591544255,2588.375,2560.0476190476193
Ferahfezâ Küpe,1,20.59846630921159,20.59846630921159,2589.4285714285716,2589.4285714285716
Sûzidilârâ Türkü,2,20.546148371396455,23.941508332331054,2589.5476190476193,2458.095238095238
Çargâh(Yeni) Destan,1,22.33327689377281,22.33327689377281,2591.309523809524,2591.309523809524
Isfahân Seyir,1,19.79094066024653,19.79094066024653,2591.5,2591.5
Kürdî-Gerdâniye Küpe,1,20.26805194244006,20.26805194244006,2591.8571428571427,2591.8571428571427
Sabâ Seyir,2,20.133304454695825,21.458168398553926,2594.470238095238,2588.6309523809523
Nişâburek Seyir,3,19.871319984065774,23.944439746800736,2598.6746031746034,2444.095238095238
Hicaz-Zirgüle Zeybek,1,21.598366234137483,21.598366234137483,2598.7619047619046,2598.7619047619046
Muhayyerkürdî Seyir,1,20.557307284848086,20.557307284848086,2600.4285714285716,2600.4285714285716
Beyâtî-Arabân Seyir,2,19.063494386875412,26.882883706082033,2601.190476190476,2358.8571428571427
Gonca-i-Rânâ Küpe,1,20.5248827742866,20.5248827742866,2605.0714285714284,2605.0714285714284
Çargâh(Yeni) Seyir,1,20.529897483507877,20.529897483507877,2608.904761904762,2608.904761904762
Nihâvent Seyir,3,18.776952677079176,23.347026337263138,2610.6666666666665,2424.309523809524
Nişâburek Küpe,1,19.390016526887177,19.390016526887177,2611.5714285714284,2611.5714285714284
Tâhir Küpe,1,20.597316963690027,20.597316963690027,2613.190476190476,2613.190476190476
Segâh Seyir,2,18.442727807567962,20.428439224666963,2613.3214285714284,2525.3333333333335
Hicaz Koşma,1,21.43996643677721,21.43996643677721,2617.0476190476193,2617.0476190476193
Eviç Seyir,3,19.725531036681893,24.206496987097523,2617.9841269841268,2436.7619047619046
Sûzinâk Seyir,2,18.992179682429786,21.352578791017127,2618.6011904761904,2505.75
Acemkürdî Seyir,2,19.083347392346457,25.596787283163042,2619.440476190476,2444.6190476190477
Çargâh Küpe,1,18.357091454406092,18.357091454406092,2619.5,2619.5
Hicazkâr-Kürdî Seyir,1,19.12196054820451,19.12196054820451,2622.8809523809523,2622.8809523809523
Gerdâniye Küpe,1,21.100369482396996,21.100369482396996,2625.8571428571427,2625.8571428571427
Hicaz Ninni,1,19.371108324407807,19.371108324407807,2640.1190476190477,2640.1190476190477
Bestenigâr Seyir,3,19.220157237540384,21.502962059387304,2641.0396825396824,2577.809523809524
Nikrîz Seyir,1,19.334518267321773,19.334518267321773,2642.5238095238096,2642.5238095238096
Hüseynî Aranağme,3,16.686233262849456,25.00595549292935,2644.7619047619046,2390.7380952380954
Bûselik Aranağme,5,17.968291569754445,31.40779670131119,2644.9333333333334,2222.9523809523807
Hicaz-Uzzâl Seyir,2,18.148718759227815,22.771097168775924,2647.9940476190477,2526.1785714285716
Sultânîyegâh Küpe,1,18.38712581402364,18.38712581402364,2648.309523809524,2648.309523809524
Hüseynî Seyir,3,18.614187406339667,22.018659617419825,2648.8809523809523,2526.1666666666665
Ferahnâkaşîrân İlâhî,1,18.005766315255784,18.005766315255784,2654.0714285714284,2654.0714285714284
Pesendîde Türkü,1,18.28604066171857,18.28604066171857,2663.5,2663.5
Dilkeşhâveran Seyir,1,18.55649524540796,18.55649524540796,2663.7380952380954,2663.7380952380954
Nihâvent Aranağme,2,18.22376817945718,22.280728372879356,2667.0476190476193,2559.6428571428573
Kürdîlihicazkâr Aranağme,2,16.965642883904163,18.467239531597777,2682.2738095238096,2661.3333333333335
Sûzidil Aranağme,2,17.54418020283374,17.674875620979318,2684.595238095238,2666.095238095238
Isfahân Aranağme,1,15.896341251220285,15.896341251220285,2692.2380952380954,2692.2380952380954
Şedarabân Seyir,2,17.64423315816719,18.4133823607922,2698.6785714285716,2689.809523809524
Acemkürdî Küpe,1,17.14860151316361,17.14860151316361,2698.9285714285716,2698.9285714285716
Kürdî Küpe,1,17.10950269386972,17.10950269386972,2699.9523809523807,2699.9523809523807
Nev`eser Seyir,2,16.96387132953764,18.880235727422157,2706.392857142857,2645.1190476190477
Bûselik Seyir,3,16.399347892998826,18.151851417701387,2706.876984126984,2676.035714285714
Muhayyerkürdî Marş,1,16.18126529829224,16.18126529829224,2710.714285714286,2710.714285714286
Çargâh(Yeni) Sazeseri,1,17.09838080192068,17.09838080192068,2726.285714285714,2726.285714285714
Karcığar Mandra,1,16.780960626419425,16.780960626419425,2726.6666666666665,2726.6666666666665
Hüseynî Marş,1,17.170026177237993,17.170026177237993,2728.4285714285716,2728.4285714285716
Karcığar Aranağme,3,15.26296082725924,17.78788359652688,2733.2936507936506,2671.3809523809523
Mâhur Aranağme,3,15.18001580986055,19.30471776387004,2736.5,2651.2619047619046
Sultânîyegâh Aranağme,2,14.735964076558908,19.97380797375669,2739.690476190476,2610.4285714285716
Şehnâzbûselik Seyir,1,13.975470753080788,13.975470753080788,2748.285714285714,2748.285714285714
Tâhir Seyir,2,13.511720222518395,20.53641001183535,2752.595238095238,2602.1666666666665
Rast Şuğul,1,12.254556900947145,12.254556900947145,2769.714285714286,2769.714285714286
Sûzinâk Aranağme,2,12.94792605983421,15.172164063018839,2774.916666666667,2720.404761904762
Uşşak Aranağme,3,13.99332159566848,16.889984983142412,2775.277777777778,2706.095238095238
Şedarabân Aranağme,1,14.148202230407316,14.148202230407316,2783.5476190476193,2783.5476190476193
Acemaşîrân Aranağme,7,12.832327453705291,23.1829351325614,2784.0510204081634,2540.5
Acemkürdî Aranağme,5,12.84841324110078,17.355471394809445,2790.3333333333335,2669.3333333333335
Rast Aranağme,2,13.781093890261552,14.517987159050277,2790.5357142857147,2777.4285714285716
Ruhnevaz Seyir,1,12.18683183649785,12.18683183649785,2795.6666666666665,2795.6666666666665
Hûzî Türkü,1,13.93955036460838,13.93955036460838,2796.5238095238096,2796.5238095238096
Hicaz-Hümâyûn Aranağme,2,12.902105031105187,13.333403475767927,2801.5476190476193,2798.6428571428573
Mâhur Salâtüselâm,1,13.586325444073179,13.586325444073179,2801.904761904762,2801.904761904762
Eviç Aranağme,3,12.931870683806656,15.654265073822877,2803.7619047619046,2745.0238095238096
Kürdî Seyir,1,12.80954447406843,12.80954447406843,2803.904761904762,2803.904761904762
Aşkefzâ Seyir,1,12.926061462274394,12.926061462274394,2813.214285714286,2813.214285714286
Segâh Salâtıümmiye,1,12.204907267156456,12.204907267156456,2825.785714285714,2825.785714285714
Yegâh Aranağme,1,11.556094648328965,11.556094648328965,2826.9285714285716,2826.9285714285716
Muhayyerkürdî Aranağme,1,11.523320341380652,11.523320341380652,2827.3809523809523,2827.3809523809523
Rast Nefes,1,11.856590078454381,11.856590078454381,2829.1666666666665,2829.1666666666665
Karcığar Örnek-öz,3,10.970057823867371,13.99110554584483,2829.5555555555557,2770.9761904761904
Nikrîz Aranağme,1,11.82169774471722,11.82169774471722,2832.6666666666665,2832.6666666666665
Sabâ Aranağme,1,11.212229655692225,11.212229655692225,2834.8809523809523,2834.8809523809523
Sabâ Örnek-öz,2,10.620854490536978,11.709128702073942,2842.4285714285716,2831.9761904761904
Nişâburek Aranağme,1,9.37975538063362,9.37975538063362,2855.1666666666665,2855.1666666666665
Şehnâzbûselik Örnek-öz,1,10.233217252352603,10.233217252352603,2859.2380952380954,2859.2380952380954
Segâh Aranağme,1,9.272105076216132,9.272105076216132,2861.714285714286,2861.714285714286
Hicaz-Zirgüle Aranağme,1,9.430325905222375,9.430325905222375,2870.0714285714284,2870.0714285714284
Ferahnümâ Seyir,1,9.48060809284959,9.48060809284959,2870.8333333333335,2870.8333333333335
Hicaz Örnek-öz,4,8.633906673116515,10.789965721107304,2873.8214285714284,2850
Hüzzam Örnek-öz,2,8.854749195685386,9.818008161079048,2875.9761904761904,2863.7619047619046
Segâh Tekbîr,1,8.988333410327206,8.988333410327206,2876.690476190476,2876.690476190476
Nihâvent Kasaphavası,1,8.165643292616126,8.165643292616126,2878.9285714285716,2878.9285714285716
Muhayyer Bozlak,1,7.859334604715838,7.859334604715838,2886.785714285714,2886.785714285714
Irak İlâhî,1,7.8378686115522145,7.8378686115522145,2890.6666666666665,2890.6666666666665
Hüseynî Örnek-öz,3,7.218311530877328,9.31794341160727,2891.6031746031745,2863.0714285714284
Muhayyer Aranağme,1,7.4772803804080645,7.4772803804080645,2891.7380952380954,2891.7380952380954
Uşşak Örnek-öz,4,6.727883395901877,8.960104658753323,2898.6309523809523,2875.4523809523807
Rast Örnek-öz,3,5.147275047819299,7.8378187351256825,2909.904761904762,2888.4285714285716
Kürdî Örnek-öz,3,4.326692402744473,6.34475313560086,2913.0555555555557,2894.6190476190477
Segâh Örnek-öz,2,4.628652646930593,5.705370468393405,2915.035714285714,2909.214285714286
Bûselik Örnek-öz,3,4.603195615378777,5.345821094869136,2916.4285714285716,2913.190476190476
Kürdî-Gerdâniye Türkü,1,4.05829853854778,4.05829853854778,2920.8571428571427,2920.8571428571427
Kürdî Aranağme,1,3.2940395957435076,3.2940395957435076,2922.7619047619046,2922.7619047619046
Gerdâniye Oyunhavası,1,1.169911958355748,1.169911958355748,2928.0476190476193,2928.0476190476193
