makam,num_usuls,shapeh_mean,shapeh_best,avg_rank,best_rank
Mâhur Yürüksemâî,1,63.11011685566791,63.11011685566791,592.1309523809524,592.1309523809524
Ferahfezâ Sazsemâîsi,1,64.36468634019496,64.36468634019496,592.6309523809524,592.6309523809524
Dilkeşhâveran Beste,2,62.16504575064033,63.32501151685859,594.2261904761905,485.0952380952381
Segâh Sazsemâîsi,1,59.11068906372031,59.11068906372031,595.063492063492,595.063492063492
Hicazkâr Ağırsemâî,1,65.36274709521112,65.36274709521112,601.452380952381,601.452380952381
Muhayyer Dîvân,1,62.974664182918936,62.974664182918936,601.5238095238095,601.5238095238095
Uşşak Kalenderî,1,60.89481646729997,60.89481646729997,606.5952380952381,606.5952380952381
Sultânîyegâh Sazsemâîsi,1,58.64069498874356,58.64069498874356,606.9047619047619,606.9047619047619
Hüseynî Nakış,1,57.323872228025515,57.323872228025515,608.2857142857143,608.2857142857143
Ferahfezâ Peşrev,3,63.897275471794316,68.37451235236081,610.0873015873016,193.52380952380952
Acemkürdî Peşrev,1,64.48925723503267,64.48925723503267,611.4047619047619,611.4047619047619
Nevâ Yürüksemâî,1,62.55991003384807,62.55991003384807,622.3809523809524,622.3809523809524
Şevk`efzâ Sazsemâîsi,1,60.94125664377399,60.94125664377399,632.4761904761905,632.4761904761905
Rûy-i-Irâk Sazsemâîsi,1,59.27817058219503,59.27817058219503,636.2857142857143,636.2857142857143
Sûzinâk-Zirgüle Longa,1,58.61126469183824,58.61126469183824,640.2619047619048,640.2619047619048
Yegâh Medhal,1,61.648843450294095,61.648843450294095,650,650
Eviç Ağırsemâî,1,63.14571995816142,63.14571995816142,651.2380952380952,651.2380952380952
Nevâ Sazsemâîsi,1,60.22018369923732,60.22018369923732,651.9166666666666,651.9166666666666
Bûselik Nakış,1,62.38069994619921,62.38069994619921,652.452380952381,652.452380952381
Uşşak Beste,3,64.81447170592796,72.57014708135902,653.4126984126984,135.42857142857142
Sûzidilârâ Sazsemâîsi,1,62.43020242672468,62.43020242672468,653.4761904761905,653.4761904761905
Hicazkâr Sazsemâîsi,1,59.81834032010315,59.81834032010315,656.1071428571429,656.1071428571429
Beyâtî Peşrev,2,63.83772258606062,68.68404479401693,658.7619047619048,293.54761904761904
Kürdî Ağırsemâî,1,56.81096174639188,56.81096174639188,664.7380952380952,664.7380952380952
Bûselik Kârçe,1,62.762446076307455,62.762446076307455,666.452380952381,666.452380952381
Nev`eser Beste,3,63.02971833425778,72.30461528061753,666.8492063492063,118.73809523809524
Ferahnâkaşîrân Peşrev,1,60.56607681899033,60.56607681899033,669.6904761904761,669.6904761904761
Mâhur Beste,2,61.63435379721899,63.60624016335451,670.3571428571429,660.9761904761905
Isfahân Sazsemâîsi,1,60.45877039226777,60.45877039226777,673.5,673.5
Dilkeşhâveran Sazsemâîsi,1,55.93037779977013,55.93037779977013,673.7142857142857,673.7142857142857
Sabâ Nakış,1,61.414672203170426,61.414672203170426,683.1785714285714,683.1785714285714
Nişâburek Beste,1,62.27985547605848,62.27985547605848,683.452380952381,683.452380952381
Hüseynî Peşrev,4,60.81185589990918,66.0966634824443,684.4801587301587,307.6904761904762
Hicaz-Hümâyûn Peşrev,2,63.00681323688134,67.49068637017848,688.3214285714286,250.3095238095238
Hicaz-Hümâyûn Kâr,1,62.093965678234895,62.093965678234895,690.3809523809524,690.3809523809524
Mâhur Peşrev,3,58.347517000778176,59.99566178539081,700.1269841269841,464.95238095238096
Zâvil Peşrev,1,61.163390797895914,61.163390797895914,705.0714285714286,705.0714285714286
Sûzinâk Ağırsemâî,1,55.80614652591772,55.80614652591772,706.5714285714286,706.5714285714286
Nişâburek Sazsemâîsi,1,62.01886661900504,62.01886661900504,707,707
Sûzidil Beste,1,62.653125242301705,62.653125242301705,709.7380952380952,709.7380952380952
Hicaz Ağırsemâî,2,62.893078254332494,67.68256758009886,711.6071428571428,370.8333333333333
Kürdîlihicazkâr Fantezi,1,54.9801484190851,54.9801484190851,712.452380952381,712.452380952381
Sabâ Taksim,1,61.37698940123388,61.37698940123388,716.4285714285714,716.4285714285714
Nihâvent Medhal,1,56.579684943112305,56.579684943112305,719.6190476190476,719.6190476190476
Ruhnevaz Durak,1,59.050603001078606,59.050603001078606,720.5714285714286,720.5714285714286
Aşkefzâ Peşrev,1,59.957636445520535,59.957636445520535,724.2619047619048,724.2619047619048
Muhâlif Peşrev,1,55.37686056369139,55.37686056369139,729.2380952380952,729.2380952380952
Hüseynî Sazsemâîsi,1,60.02779933266998,60.02779933266998,730.6607142857143,730.6607142857143
Isfahân Yürüksemâî,1,57.26914900335666,57.26914900335666,733.2380952380952,733.2380952380952
Acembûselik Şarkı,1,55.40401657355827,55.40401657355827,742.452380952381,742.452380952381
Nihâvent Sazeseri,1,57.664539168274814,57.664539168274814,743.1666666666666,743.1666666666666
Nikrîz Ağırsemâî,1,56.32761273954838,56.32761273954838,746.547619047619,746.547619047619
Isfahân Taksim,1,61.08643693255596,61.08643693255596,750.7857142857143,750.7857142857143
Rast Yürüksemâî,1,59.89500143914089,59.89500143914089,754.3333333333334,754.3333333333334
Nevâ Nakış,2,60.123117347207625,64.34317481210947,758.7738095238095,383.45238095238096
Gülizâr Sazsemâîsi,1,60.631149444562084,60.631149444562084,760.5714285714286,760.5714285714286
Kûçek Nefes,1,58.28044263064513,58.28044263064513,767.8333333333334,767.8333333333334
Sipihr Sazsemâîsi,1,61.166790620016336,61.166790620016336,773.3809523809524,773.3809523809524
Hicaz-Uzzâl Köçekçe,1,54.688291616561216,54.688291616561216,773.6904761904761,773.6904761904761
Hüzzam Ağırsemâî,1,54.84764140636795,54.84764140636795,776.3095238095239,776.3095238095239
Bestenigâr Sazsemâîsi,1,59.6649230607363,59.6649230607363,779.7380952380952,779.7380952380952
Sûzidil Murabbâ,1,56.71483208247114,56.71483208247114,781.1190476190476,781.1190476190476
Ferahnâk Yürüksemâî,1,55.74350339617586,55.74350339617586,781.6428571428571,781.6428571428571
Ferahnâk Peşrev,1,62.27848712197785,62.27848712197785,782.5714285714286,782.5714285714286
Karcığar Beste,1,62.55489259422739,62.55489259422739,784.1666666666666,784.1666666666666
Sûzidil Peşrev,1,61.615859292648096,61.615859292648096,785.3809523809524,785.3809523809524
Rast Nakış,1,59.820177726276626,59.820177726276626,787.5238095238095,787.5238095238095
Tâhirbûselik Beste,1,53.46906762727877,53.46906762727877,792.1904761904761,792.1904761904761
Şedarabân Sazsemâîsi,1,60.96450989534053,60.96450989534053,795.5952380952381,795.5952380952381
Hicazkâr Peşrev,4,60.69847073635916,62.608946548819176,796.1011904761905,403.4761904761905
Nişâbur Beste,1,59.06837584921352,59.06837584921352,799.0714285714286,799.0714285714286
Nihâvent Peşrev,3,59.73714789407963,65.80781398592656,805.0555555555555,396.3333333333333
Karcığar Ağırsemâî,1,60.826395049246514,60.826395049246514,805.4761904761905,805.4761904761905
Sûzidil Yürüksemâî,1,62.327831375009424,62.327831375009424,805.9404761904761,805.9404761904761
Beyâtî Mehter,1,62.29430303688925,62.29430303688925,808,808
Hüzzam Peşrev,3,62.3354583981082,69.95150914093627,808.4920634920635,190.14285714285714
Müstear Sazsemâîsi,1,53.36819188473732,53.36819188473732,810,810
Uşşak Ağırsemâî,1,57.729922457334965,57.729922457334965,815.5952380952381,815.5952380952381
Gülzâr Sazsemâîsi,1,58.96571388276833,58.96571388276833,815.8095238095239,815.8095238095239
Hicaz-Hümâyûn Ağırsemâî,1,58.89060577873712,58.89060577873712,816.936507936508,816.936507936508
Şevk`efzâ Şarkı,5,56.31945788106211,63.54893728784705,817.4428571428572,321.5238095238095
Rehâvî Şarkı,2,55.15506389372044,56.5737132204175,824.3214285714287,678.3333333333334
Ruhnevaz Beste,1,62.4170240946046,62.4170240946046,826.9047619047619,826.9047619047619
Geveşt Sazsemâîsi,1,55.46636309034535,55.46636309034535,827.1190476190476,827.1190476190476
Karcığar Peşrev,2,61.89503394106932,65.35945728614031,827.5357142857142,446.14285714285717
Beyâtî Sazsemâîsi,1,58.779268154708284,58.779268154708284,828.0595238095239,828.0595238095239
Uşşak Ruy-i Nikriz Peşrev,1,61.97826683470999,61.97826683470999,831.0714285714286,831.0714285714286
Acemkürdî Sazsemâîsi,1,58.567240053935,58.567240053935,843.6190476190476,843.6190476190476
Hisarbûselik Yürüksemâî,2,56.41929640591922,58.6066350028521,847.6785714285714,722.8333333333334
Arazbârbûselik Beste,1,62.37222683846268,62.37222683846268,848.7142857142857,848.7142857142857
Kürdîlihicazkâr Peşrev,2,61.285820067492715,64.83735142981007,853.6309523809524,630.5952380952381
Tâhirbûselik Sazsemâîsi,1,59.05899585881503,59.05899585881503,855.047619047619,855.047619047619
Acemaşîrân Nakış,1,58.970714024206394,58.970714024206394,861.4285714285714,861.4285714285714
Nevâ Ağırsemâî,1,61.23370316169394,61.23370316169394,862.8809523809524,862.8809523809524
Dilküşâ Sazsemâîsi,1,57.6431896410613,57.6431896410613,869.0952380952381,869.0952380952381
Rûy-i-Dilârâ Sazsemâîsi,1,56.61798388257092,56.61798388257092,872.5,872.5
Sazkâr Sazsemâîsi,1,58.06984407486023,58.06984407486023,873.6666666666666,873.6666666666666
Şehnâz Sazsemâîsi,1,56.5506282530334,56.5506282530334,875.5238095238095,875.5238095238095
Hüseynî Ağırsemâî,1,57.730241778394216,57.730241778394216,885.2738095238095,885.2738095238095
Ruhnevaz Sazsemâîsi,1,59.01110357622622,59.01110357622622,885.3095238095239,885.3095238095239
Muhayyersünbüle Şarkı,3,53.72275452574154,60.37827051820531,887.2698412698413,503.73809523809524
Vecd-i-Dil Türkü,1,59.33026794274337,59.33026794274337,887.3333333333334,887.3333333333334
Segâh Sazeseri,1,52.42649890278638,52.42649890278638,900.7380952380952,900.7380952380952
Nev`eser Yürüksemâî,1,60.48714663628694,60.48714663628694,909.9047619047619,909.9047619047619
Rast Beste,3,58.540851161936956,63.71691186670924,911.0,506.07142857142856
Uşşak Yürüksemâî,2,55.55769480370954,56.66737990578431,917.8174603174604,847.7857142857143
Kürdî Fantezi,1,56.706602811273434,56.706602811273434,918.4761904761905,918.4761904761905
Nev`eser Peşrev,4,60.890571476327935,65.21211197717342,919.9345238095237,590.4761904761905
Ferahnâk Şarkı,4,53.878519607795184,57.96384620477528,922.5456349206349,650.8571428571429
Şehnâzbûselik Sazsemâîsi,1,58.62346002081339,58.62346002081339,925.6071428571429,925.6071428571429
Evcârâ Yürüksemâî,1,52.63889903037234,52.63889903037234,928.8809523809524,928.8809523809524
Ferahnâk Sazsemâîsi,1,56.187272278753305,56.187272278753305,929.2142857142857,929.2142857142857
Yegâh Peşrev,1,58.24305094694655,58.24305094694655,933.3333333333334,933.3333333333334
Acemaşîrân Peşrev,4,57.75825662606879,70.14133200279777,939.1666666666666,141.33333333333334
Çargâh İlâhî,1,53.476622676370674,53.476622676370674,940.7380952380952,940.7380952380952
Gülizâr Türkü,1,57.64048964914056,57.64048964914056,942.4047619047619,942.4047619047619
Ruhnevaz Şarkı,6,58.595260072692106,62.633624627944855,944.9503968253969,442.64285714285717
Bûselik Sazsemâîsi,1,57.85774153819821,57.85774153819821,947.3888888888889,947.3888888888889
Hisar Sazsemâîsi,1,52.21415899661851,52.21415899661851,950.3571428571429,950.3571428571429
Muhayyer Sazsemâîsi,1,56.74738398905989,56.74738398905989,962.0952380952381,962.0952380952381
Karcığar Sazsemâîsi,1,57.097909454709445,57.097909454709445,963.0396825396825,963.0396825396825
Nigâr Sazsemâîsi,1,54.747403271445805,54.747403271445805,965.0238095238095,965.0238095238095
Nev`eser Şarkı,10,58.532195696250554,64.89833386618514,967.0643253968254,404.1904761904762
Yegâh Sazsemâîsi,1,51.91070868076387,51.91070868076387,976.7619047619048,976.7619047619048
Sultânîyegâh Murabbâ,1,55.28679666013467,55.28679666013467,978.0952380952381,978.0952380952381
Hicaz Medhal,1,53.65451895009114,53.65451895009114,978.5595238095239,978.5595238095239
Muhayyer İlâhî,2,52.86168190026024,53.118442623590184,979.1785714285713,877.7142857142857
Nihâvent Taksim,1,56.27014997456482,56.27014997456482,981.0714285714286,981.0714285714286
Şehnâz Şarkı,9,54.75123774074212,66.0799442971385,993.1825396825396,346.7142857142857
Uşşak Peşrev,3,56.02718680176248,64.02743408663183,994.6111111111111,450.92857142857144
Hicaz-Uzzâl Beste,1,54.39400543692048,54.39400543692048,997.3571428571429,997.3571428571429
Rehâvî Marş,1,51.2834785804066,51.2834785804066,999.2142857142857,999.2142857142857
Nev`eser Ağırsemâî,2,58.56557632490676,65.4540998829625,1004.1666666666666,553.1428571428571
Acemaşîrân Selam,2,56.22811148176703,60.37722942199713,1005.7261904761905,995.3809523809524
Bûselik Ağırsemâî,2,55.69665517762074,62.708090081880066,1010.1071428571429,751.1428571428571
Kürdîlihicazkâr Sazsemâîsi,1,57.58452418601361,57.58452418601361,1011.3452380952381,1011.3452380952381
Hisarbûselik Türkü,2,53.40982239481055,62.76823918678727,1011.8214285714286,370.3333333333333
Hicazkâr Fantezi,1,54.802645221126,54.802645221126,1020.7619047619048,1020.7619047619048
Hüseynî Dîvân,1,55.16550544984325,55.16550544984325,1023.4047619047619,1023.4047619047619
Vecd-i-Dil Peşrev,1,59.906634975717715,59.906634975717715,1024.0238095238096,1024.0238095238096
Evcârâ Şarkı,3,54.27467102135407,59.536136310492964,1026.1785714285716,721.9166666666666
Uşşak Taksim,1,58.00490172834617,58.00490172834617,1030.3095238095239,1030.3095238095239
Sûzinâk-Zirgüle Sazsemâîsi,1,55.002278781174056,55.002278781174056,1031.595238095238,1031.595238095238
Hicaz-Zirgüle Tevşihilâhi,1,53.704304120230304,53.704304120230304,1033.595238095238,1033.595238095238
Şehnâz Ağırsemâî,1,55.852739265578805,55.852739265578805,1035.0714285714287,1035.0714285714287
Hisarbûselik Şarkı,6,54.20195159189139,56.96817459446892,1045.5079365079364,892.3333333333334
Ferahnümâ Türkü,2,56.74628625826263,59.75061683284109,1049.154761904762,672.7857142857143
Nişâburek Yürüksemâî,1,54.78328997933912,54.78328997933912,1051.4285714285713,1051.4285714285713
Hüseynî Yürüksemâî,2,56.76325371488642,58.10295091393076,1051.5238095238096,849.9761904761905
Nevâbûselik Şarkı,1,50.49036494620293,50.49036494620293,1051.7857142857142,1051.7857142857142
Sabâ-Zemzeme Şarkı,2,53.48740064822727,54.5330760415218,1052.654761904762,900.6428571428571
Sûzinâk Şarkı,6,54.984346843238306,68.06363323022934,1058.3832199546484,236.78571428571428
Isfahân Şarkı,7,52.69400152556882,60.20966029896816,1067.5688775510205,601.5714285714286
Sûzidil Sazsemâîsi,1,55.30406590503554,55.30406590503554,1069.2301587301588,1069.2301587301588
Ruhnevaz İlâhî,1,58.504348254338595,58.504348254338595,1070.6904761904761,1070.6904761904761
Muhayyerkürdî Peşrev,1,58.044691228457864,58.044691228457864,1078.404761904762,1078.404761904762
Hüseynî Şarkı,11,52.49864046241185,57.55972628644713,1080.1245769382133,664.9761904761905
Aşîrân Zemzeme Peşrev,1,50.822266787089085,50.822266787089085,1081.8333333333333,1081.8333333333333
Sûzinâk-Zirgüle Şarkı,14,52.74416493757689,61.4941703428696,1084.180454324587,454.5
Nihâvent Ağırsemâî,1,55.20389500973203,55.20389500973203,1088.1309523809523,1088.1309523809523
Beyâtî-Arabân Şarkı,4,53.59330316314053,63.82388247126307,1089.205357142857,293.5238095238095
Şevk`efzâ Peşrev,1,59.36453898342171,59.36453898342171,1090.857142857143,1090.857142857143
Mâhur Marş,2,54.74716511617284,57.156824713038354,1093.1666666666667,996.8809523809524
Sûzinâk Sazsemâîsi,1,53.61537390903578,53.61537390903578,1093.1904761904761,1093.1904761904761
Şerefnümâ Sazsemâîsi,1,54.81470802397563,54.81470802397563,1095.404761904762,1095.404761904762
Hüzzam Şarkı,19,53.18188055198029,69.53160727318703,1097.9064797410192,236.28571428571428
Segâh Peşrev,3,56.79590751304688,63.141991809751424,1099.9920634920636,745.6190476190476
Nikrîz Nakış,1,56.24587175480153,56.24587175480153,1105.357142857143,1105.357142857143
Sabâ Şuğul,1,53.65632959495858,53.65632959495858,1115.7857142857142,1115.7857142857142
Acem Türkü,1,49.40270637189744,49.40270637189744,1116.047619047619,1116.047619047619
Müstear Şarkı,2,52.78532125659012,53.20168915226891,1117.4255952380954,905.827380952381
Eviç Şarkı,10,52.731942221967095,60.98223747989758,1120.0849206349205,457.7857142857143
Gülizâr Şarkı,1,49.014600785418835,49.014600785418835,1121.857142857143,1121.857142857143
Zîrefkend Peşrev,1,50.72399565903797,50.72399565903797,1124.7619047619048,1124.7619047619048
Acemtarab Peşrev,1,58.404532856473274,58.404532856473274,1128.0714285714287,1128.0714285714287
Eviç Rumelitürküsü,2,50.84502849044588,52.08693712137748,1129.2142857142858,946.4761904761905
Hüzzam Sazsemâîsi,1,54.77354493793103,54.77354493793103,1134.2142857142858,1134.2142857142858
Nihâvent Beste,3,51.578963071862326,62.22457234992005,1139.3333333333333,549.0238095238095
Hicazkâr Şarkı,15,52.51337433177851,69.80434844767123,1141.1363624338624,255.5952380952381
Bestenigâr Şarkı,4,52.7013945192777,66.22137155865371,1142.639880952381,353.5238095238095
Isfahân Türkü,2,52.13878855095018,58.74851893638828,1144.9166666666667,856.4761904761905
Hicaz Yürüksemâî,1,56.81184665018653,56.81184665018653,1148.1904761904761,1148.1904761904761
Şedarabân Ağırsemâî,1,50.57032835613736,50.57032835613736,1151.5714285714287,1151.5714285714287
Rast Kârçe,1,52.43313957333721,52.43313957333721,1153.642857142857,1153.642857142857
Arazbârbûselik Sazsemâîsi,1,58.46340287948936,58.46340287948936,1154.1666666666667,1154.1666666666667
Beyâtî Şarkı,16,51.92038729520587,63.1997567163246,1155.6896494708994,303.26190476190476
Mâhur Ağırsemâî,1,53.809272748449835,53.809272748449835,1165.4285714285713,1165.4285714285713
Ruhnevaz Sazeseri,1,58.44250708190984,58.44250708190984,1168.9285714285713,1168.9285714285713
Karcığar İlâhî,1,49.94530641966755,49.94530641966755,1179.4761904761904,1179.4761904761904
Bûselik Şarkı,12,51.43384166726091,60.25352301796795,1188.2088884164777,514.0793650793651
Bûselik Mehter,1,52.58317071345772,52.58317071345772,1193.5,1193.5
Mâhur Şarkı,15,50.37533230928586,62.145055919936624,1193.9069113756614,494.0238095238095
Hicaz-Hümâyûn Sazsemâîsi,1,50.35517694130094,50.35517694130094,1206.547619047619,1206.547619047619
Hicaz-Zirgüle Türkü,3,47.114328493934934,66.84795368944114,1207.8492063492063,307.1190476190476
Hicaz-Uzzâl Sazsemâîsi,1,52.84266601659413,52.84266601659413,1208.2380952380952,1208.2380952380952
Yegâh Şarkı,10,51.2293283423497,60.071145135618714,1208.8599206349206,630.3333333333334
Hüzzam Taksim,1,56.22844149547735,56.22844149547735,1216.6666666666667,1216.6666666666667
Şîvenümâ Beste,1,49.75116832264537,49.75116832264537,1216.7380952380952,1216.7380952380952
Nihâvent Yürüksemâî,1,53.87546159295816,53.87546159295816,1219.079365079365,1219.079365079365
Hüzzam Kanto,1,49.95813390394265,49.95813390394265,1219.1666666666667,1219.1666666666667
Karcığar Şarkı,15,51.623233869122444,73.26444164213882,1221.0642857142857,56.714285714285715
Hicaz Peşrev,2,56.917120328464634,59.42604202725742,1222.607142857143,1011
Segâh Şarkı,18,49.93391444775135,67.13798293897203,1223.9109347442682,300.7261904761905
Anberefşân Sazsemâîsi,1,51.45371240367194,51.45371240367194,1224.1666666666667,1224.1666666666667
Sultânîyegâh Şarkı,7,53.36907159201093,61.92128392470388,1231.8489229024942,621.7142857142857
Rengidil Gazel,1,51.38712369414826,51.38712369414826,1235.1666666666667,1235.1666666666667
Hicaz Şarkı,18,50.34450651334237,67.4684367354245,1236.8827532298928,253.35714285714286
Muhayyer Şarkı,12,50.595405999038725,66.11964784902521,1238.4574175824175,373.8809523809524
Uşşak Sazsemâîsi,1,51.21224283622897,51.21224283622897,1240.8380952380953,1240.8380952380953
Acemaşîrân Yürüksemâî,2,48.61820143265582,73.0932861310023,1243.9880952380952,90.38095238095238
Tâhir Tesbih,1,51.66921431586732,51.66921431586732,1244.047619047619,1244.047619047619
Lâlegül Sazsemâîsi,1,51.208810144169775,51.208810144169775,1245.2380952380952,1245.2380952380952
Bûselik Yürüksemâî,1,49.886515239054376,49.886515239054376,1248.5714285714287,1248.5714285714287
Beyâtî İlâhî,2,48.61944294187677,59.595265823207214,1252.0119047619048,628.1190476190476
Şehnâz İlâhî,2,47.169694560901874,66.69915792786216,1254.142857142857,171.28571428571428
Mürekkep-Isfahan Şarkı,1,49.98380868060785,49.98380868060785,1254.2857142857142,1254.2857142857142
Mâhur Sazsemâîsi,1,53.01259183893447,53.01259183893447,1257.0595238095239,1257.0595238095239
Ferahnümâ Şarkı,1,48.73572209703081,48.73572209703081,1257.8095238095239,1257.8095238095239
Acemaşîrân Şarkı,14,51.034082358234514,61.08120809896835,1257.907634164777,775.8571428571429
