makam,usul,count,shapeh_mean,shapeh_max,shapeh_median,time_mean,time_max,avg_rank,best_rank,top_k_count
Rast Gazel,,42,46.127072466428416,57.15443542700352,48.344500785642694,,,1489.357142857143,674,0
Şevk`efzâ Şarkı,Curcuna,42,48.18499266658804,62.10106727751625,50.84098889843333,,,1489.5238095238096,413,0
Kürdîlihicazkâr Şarkı,Yürüksemâî,168,46.36525775682726,88.06756385217089,43.12436803124902,,,1491.7142857142858,234,0
Uşşak Tevşihilâhi,Evsât,42,43.9591830048001,51.758784882039556,45.13741625390146,,,1492.7380952380952,32,0
Hicaz-Uzzâl Şarkı,Curcuna,210,45.83693021227985,67.60665011332337,45.02926038465864,,,1492.9714285714285,22,0
Zâvil Türkü,Aksak,42,46.26926139066665,55.300105559615474,48.938391505086315,,,1493.952380952381,437,0
Sûzidil Şarkı,Düyek,84,49.31238978768205,108.59818967396188,47.97629752141458,,,1494.9285714285713,333,0
Hicaz Şarkı,Yürüksemâî,42,47.31721966921393,61.72934357874157,50.09138706189548,,,1495.1190476190477,671,0
Şehnâz Peşrev,Zencîr,42,53.36960560414985,120.37770398576585,47.28846515464265,,,1495.2619047619048,261,0
Pençgâh Tevşihilâhi,Sofyan,42,46.17880320725938,57.09524867765562,49.25668579845657,,,1496.7857142857142,292,0
Sûzinâk-Zirgüle Türkü,Oynak,42,46.99915415278821,58.72542106320318,51.065098301501564,,,1502.2619047619048,89,0
Rast Türkü,Sofyan,126,44.259699407558685,67.54581586471268,43.21145756318258,0.0,0.0,1502.2698412698412,5,1
Hicaz Şarkı,K. Curcuna (10/16),84,47.783670853098144,74.75179885836056,48.800802879882795,,,1509.345238095238,541,0
Sabâ İlâhî,Düyek,84,40.22535630525197,83.04914505258746,23.46694068005465,0.0,0.0,1512.2142857142858,9,1
Nişâburek Şarkı,Düyek,126,44.60557661976729,72.23557316307031,43.665434069401485,,,1512.642857142857,57,0
Rast Şarkı,Sofyan,378,45.28534756424286,86.1237761281416,44.16626992776072,,,1514.0767195767196,103,0
Beyâtî-Arabân Şarkı,Aksak,168,45.088248802711334,79.28513133696019,43.507445799197356,,,1516.5595238095239,130,0
Acemaşîrân Peşrev,Frenkçîn (12/4),42,49.333659641501555,74.06870777081161,49.77893594198062,,,1517.142857142857,1003,0
Sultânîyegâh Şarkı,Aksak,168,50.301795265595906,118.05275559031479,48.7782517988583,,,1518.3630952380952,204,0
Sabâ Şarkı,K. Curcuna (10/16),84,47.60612070414045,87.45748269520332,45.35581140585175,,,1519.8095238095239,579,0
Dilkeşhâveran Şarkı,Iraksak,42,46.139646362738226,61.62499341142741,47.89426658860094,,,1522.7857142857142,351,0
Hicaz Kalenderî,Aksak,42,48.89986409394521,73.85629575496485,49.5590959338891,,,1525.1666666666667,774,0
Nev`eser Şarkı,Müsemmen (8/4),42,53.219147843360915,124.52755091720054,47.45314812677975,,,1526.952380952381,221,0
Nihâvent Şarkı,Yürüksemâî(6/4),42,49.36206673394636,76.81232326599445,49.30456513284691,,,1531.2619047619048,812,0
Nihâvent Longa,Nîmsofyan,42,44.62047712729145,54.72297153879132,47.30987409772166,,,1532.5,421,0
Nişâburek Şarkı,Aydın,42,44.654748863288894,53.8046655640601,46.783380201232774,,,1532.547619047619,232,0
Hicaz-Hümâyûn Şarkı,Curcuna,84,48.734269685654,117.8624519746486,43.48853125405103,,,1538,285,0
Evcârâ Şarkı,Devr-i Hindî (7/8),42,44.25691472803216,52.67312702910219,46.43944816965889,,,1540.8095238095239,507,0
Rast Şarkı,Aksak,504,45.19436824764589,103.35583134963876,45.72726728805804,,,1541.7301587301588,66,0
Karcığar Türkü,Düyek,42,43.173086191824055,51.90039645399459,44.6183510619354,,,1545.0238095238096,109,0
Acemkürdî Şarkı,Yürüksemâî(6/4),84,45.86372915713142,69.90925719365265,44.24270199850987,,,1548.0238095238096,405,0
Ruhnevaz Şarkı,Raksaksağı,42,51.1784544114537,111.65206781457407,44.48957402920048,,,1548.2142857142858,338,0
Hicaz-Uzzâl Türkü,Aksak,84,48.14269320865883,70.62339149796345,48.969849267706806,,,1548.4880952380952,417,0
Nihâvent Peşrev,Hafîf (32/8),42,48.00696903075835,63.766557973027375,49.71627185091158,,,1548.8095238095239,1152,0
Sûzidil Şarkı,Türkaksağı,84,46.38876058555496,68.2414900573098,45.68919744776504,,,1551.4166666666667,633,0
Muhayyerkürdî Türkü,Oynak,42,44.784893809170335,55.41127080386274,46.30311422234183,,,1552.142857142857,192,0
Reyyâ Şarkı,Sofyan,42,47.37953967907999,62.25314221487143,50.273052524812144,,,1553.547619047619,360,0
Nihâvent Şarkı,Semâî,714,43.819512059488815,101.84328599533033,43.13295276314041,,,1553.5588235294117,15,0
Hicaz-Uzzâl Şarkı,Türkaksağı (5/4),42,45.85483880705487,57.29525067203433,47.754894062877,,,1554.5714285714287,217,0
Hicazkâr Şarkı,K. Curcuna,126,44.46961674847572,64.97751409242227,45.84750232558797,,,1555.1904761904761,511,0
Bûselik Türkü,Yürüksemâî II (6/4),42,43.547515733375405,51.7309661482706,45.4166221492849,,,1556.047619047619,300,0
Karcığar Şarkı,Semâî,42,47.92164883156198,63.992446290669186,51.92590135233117,,,1556.904761904762,1048,0
Şehnâz Fantezi,Yürüksemâî,42,48.260144298725855,67.990412024394,49.764520857639766,,,1558.0714285714287,1068,0
Segâh-Mâye Türkü,Müsemmen II,42,43.821427893068424,52.318084883606566,45.939735217736256,,,1562.1190476190477,540,0
Karcığar Şarkı,K. Curcuna,42,49.07523052541766,74.35960784816504,49.13118203976501,,,1562.7142857142858,1013,0
Ferahfezâ Şarkı,Aydın,42,44.215605684332004,53.981035595386075,46.718822518814775,,,1563.095238095238,432,0
Hicaz-Hümâyûn Türkü,Nîmsofyan,42,42.616766395777084,50.411911854159555,43.8547853692378,,,1567.2857142857142,263,0
Hüseynî Şarkı,Curcuna,210,43.70428230416943,69.35038099755964,42.63489300870543,,,1567.8238095238096,71,0
Sûzidil Şarkı,Sofyan,84,46.3851783100055,74.33670881928498,45.38409454494685,,,1570.8333333333333,347,0
Nihâvent Şarkı,Curcuna,546,46.52070911548835,94.22781645447895,48.41580516629551,,,1571.7802197802198,15,0
Rast Şarkı,Yürüksemâî,84,45.68260421154437,61.18708340634177,47.42056532088834,,,1574.904761904762,106,0
Hicaz-Uzzâl Şarkı,Türkaksağı,126,46.510179624328195,67.39410632602666,47.316587675024486,,,1576.420634920635,671,0
Rast Fantezi,Düyek,42,45.70647646670437,54.32118543020879,49.49502366900145,,,1576.5714285714287,244,0
Acemkürdî Şarkı,Düyek,252,45.77939734838981,91.57116726711705,43.58428351232878,,,1581.6507936507937,155,0
Muhayyerkürdî Sazsemâîsi,Aksaksemâî,42,49.398229059549315,87.36219412997356,46.404369185139544,,,1582.9761904761904,773,0
Acem İlâhî,Düyek,84,42.478915194336906,50.60565648536334,44.07855074198007,,,1585.3809523809523,231,0
Muhayyerkürdî Şarkı,Curcuna,126,44.77128051820557,72.01829201408022,45.3364623710598,,,1586.126984126984,37,0
Uşşak Şarkı,Yürüksemâî(6/4),84,42.18389374018113,77.72587977030447,31.895403740599704,,,1586.2380952380952,233,0
Kürdî Beste,Muhammes,42,43.861684630659674,53.8393634797919,46.379188729481015,,,1588.9285714285713,626,0
Kürdîlihicazkâr Şarkı,Curcuna,420,46.635641792761895,122.0091855384752,42.663529793880926,,,1589.8833333333334,43,0
Sûzidil Şarkı,Evfer,42,45.875155776917964,57.619520978727024,49.98470916972582,,,1591.6904761904761,321,0
Hicaz Fantezi,Düyek,84,41.26544307971955,83.67480729315795,29.649534597484518,,,1595.6309523809523,139,0
Muhayyer Şarkı,Yürüksemâî II,42,44.442389556022086,53.09784849274822,46.84038381818098,,,1595.9761904761904,75,0
Hicaz İlâhî,Düyek,42,44.01938393641916,55.84054514917233,45.68595800693184,,,1600.6904761904761,292,0
Nişâburek Şarkı,Semâî,42,46.054186709663796,57.88638166995018,48.89653590665162,,,1600.8333333333333,719,0
Uşşak Şarkı,K. Curcuna,42,47.724978467154386,63.05737898751082,50.83170114804978,,,1605.8333333333333,889,0
Acemaşîrân Fantezi,Yürüksemâî II,42,50.54028843396699,98.68684336861958,43.55462069053932,,,1611.6904761904761,482,0
Hüseynî Türkü,Sofyan,462,41.88147983368308,129.5012286797357,41.44197248327211,,,1611.7770562770563,31,0
Kürdî Türkü,Ağıraksak,42,46.515582185938044,61.49361442676563,51.35450686849774,,,1616.952380952381,381,0
Kürdîlihicazkâr Şarkı,Yürüksemâî II,84,42.72296022713663,71.40178753313866,35.25963000001424,,,1617.0595238095239,156,0
Çargâh(Yeni) Türkü,Sofyan,126,41.628157073784216,63.05556054150221,39.968992397143445,0.0,0.0,1617.6904761904761,6,2
Rast Çocuk Şarkısı,Sofyan,42,44.16251084613005,54.684314069059575,46.73575123259722,,,1620.2619047619048,533,0
Sabâ Şarkı,Sofyan,42,43.70664917718646,53.684363928527105,46.25144948594884,,,1620.547619047619,510,0
Gülizâr Köçekçe,Aksak,42,47.91010473676469,83.00495389423799,43.922644460684346,,,1623.2142857142858,841,0
Yegâh Şarkı,K. Curcuna,126,42.92704227488147,65.54060911174636,41.69012732683447,,,1627.2222222222222,238,0
Beyâtî-Arabân İlâhî,Düyek,42,42.363785868036,53.17700395884166,43.9925214360096,,,1629.1666666666667,233,0
Rast Taksim,[Serbest],42,50.1275418746603,114.67534221401672,44.01656224669607,,,1635.1904761904761,313,0
Gülizâr Taksim,[Serbest],42,49.68440734357368,109.63382708451755,44.927881485470195,,,1635.7380952380952,348,0
Rast-Mâye Küpe,Devr-i Revân-ı Hindî,42,41.46657139777385,47.14719868143073,42.77934550189249,,,1637.857142857143,57,0
Bestenigâr Şarkı,Düyek,42,42.81338084635323,52.93894209606348,42.52328757658766,,,1640.0714285714287,22,0
Muhayyerkürdî Şarkı,Düyek,420,42.73719213220312,91.00224011464822,41.44309182831815,,,1640.5738095238096,69,0
Rast Şarkı,Semâî,294,42.0149487986877,85.47240278472245,41.547863308132904,,,1644.3673469387754,45,0
Sûzinâk İlâhî,Çiftedüyek,42,41.99268546348238,50.192842174841424,44.04619408438781,,,1645.2619047619048,83,0
Acemkürdî Şarkı,Aksak,210,42.56376731488719,87.42828855240866,44.18763257276272,,,1647.395238095238,424,0
Yegâh Şarkı,Devr-i Hindî (7/8),84,44.098144588453465,65.6952069381585,42.408113987290065,,,1648.8095238095239,407,0
Bûselik Şarkı,Curcuna,84,41.38957885742855,87.30897342205462,31.20242552063968,,,1650.4404761904761,407,0
Nihâvent Karşılama,Sofyan,42,48.1803693711459,100.22555568376559,43.99656966863394,,,1651.642857142857,454,0
Bûselik Şarkı,Devr-i Hindî (7/8),42,48.32250828328556,79.46817683871022,46.326457712760984,,,1652.8333333333333,873,0
Hisarbûselik Türkü,Curcuna,42,44.051405602833825,57.40164009157041,46.46188314935185,,,1653.3095238095239,550,0
Hicazkâr Köçekçe,Aydın,42,47.684645431010615,73.32727042208167,48.05283287248935,,,1654.1190476190477,1011,0
Çargâh(Yeni) Türkü,Ağıraksak,42,42.13788868083581,50.211444029898544,42.88149401757614,,,1654.904761904762,66,0
Karcığar Şarkı,Curcuna,168,44.589196043559625,74.03554623895782,46.64969770917109,,,1657.0416666666667,355,0
Hicaz-Uzzâl Türkü,Nîmsofyan,42,48.98097476344391,81.54065683437958,46.56285569387991,,,1659.1190476190477,846,0
Muhayyer Türkü,K. Curcuna,84,42.95039291634669,61.344967683942166,42.88363690626272,,,1660.9761904761904,232,0
Hüzzam Türkü,Aksak,168,42.181914756014514,88.72263534352454,43.15400806013902,,,1670.9166666666667,127,0
Rast Türkü,Devr-i Hindî II,42,42.886021426817834,52.009471874274325,44.73557423148749,,,1671.452380952381,248,0
Rast Mersiye,Sofyan,42,41.92283250210475,51.038401049612986,43.414153037225034,,,1672.8809523809523,651,0
Hicaz Şarkı,Curcuna,294,44.559116291960365,85.37202641697041,44.43816571292622,,,1682.5238095238096,289,0
Segâh-Mâye İlâhî,Devr-i Revân,42,41.980723007050905,50.278616841388434,43.69827400768972,,,1683.5,399,0
Muhayyer Türkü,Sofyan,252,41.145772160797804,91.03434747490293,44.552684718642965,,,1683.7539682539682,46,0
Hicaz Şarkı,Nîmsofyan,294,39.52836692868128,75.66732053796933,36.71450148367528,,,1686.1054421768708,19,0
Şehnâzbûselik Ağırsemâî,Aksaksemâî,42,48.62605796193621,92.80399174897029,45.70801476694968,,,1687.5238095238096,632,0
Tâhir Zeybek,Aksak,42,46.835841281509005,73.43342977578898,46.53746191092813,,,1693.095238095238,1120,0
Rengidil Nakış,Yürüksemâî(6/4),42,45.55282685204344,60.351064072264805,47.63714914961112,,,1693.452380952381,1077,0
Sûzidil Longa,Nîmsofyan,42,48.63461177756595,89.53375557179545,45.32432159071641,,,1695.1666666666667,703,0
Nikrîz Zeybek,Ağıraksak,42,43.09024353331181,53.50563411983074,45.807939194242465,,,1697.0714285714287,149,0
Nihâvent Türkü,Ağır Aksaksemâî,42,41.104910102701645,49.5495930755171,42.398356133355506,,,1697.7619047619048,35,0
Nihâvent Şarkı,K. Curcuna,42,46.15364284801886,62.449678976256834,48.908938093060506,,,1697.7857142857142,1184,0
Nikrîz Şarkı,Aksak,84,43.32354100174653,62.146148071221994,43.087625521209475,,,1698.8809523809523,620,0
Rast Şarkı,Evfer,42,43.8358285622571,55.147480743561275,46.66118568662891,,,1702.6904761904761,227,0
Muhayyerkürdî Şarkı,Semâî,168,42.192535394964615,74.04917710510223,43.292395149101125,,,1706.8035714285713,61,0
Hicaz-Zirgüle Şarkı,Raksaksağı,42,41.77735175067441,54.415914144845964,43.93657377135584,,,1707.357142857143,409,0
Uşşak İlâhî,Sofyan,210,40.056858376658475,124.55583975452052,34.44240376766626,0.0,0.0,1707.9619047619049,2,3
Acemaşîrân Şarkı,Aksak,378,43.198678042735395,96.88355178902883,41.52635500225789,,,1717.0132275132275,149,0
Sultânîyegâh Şarkı,Türkaksağı,42,45.79886726412549,62.08097818577057,48.613001853347576,,,1717.952380952381,1188,0
Hicaz-Hümâyûn Şarkı,Sofyan,42,45.04871483661047,64.72841975403603,45.450196446302016,,,1722.4285714285713,351,0
Hicazkâr Şarkı,Türkaksağı,84,44.73174079311012,132.57369300528663,35.54904889504296,,,1725.4761904761904,161,0
Kürdîlihicazkâr Şarkı,Devr-i Hindî (7/8),42,46.97285645499995,74.13530791070303,45.11338114143987,,,1727.4285714285713,975,0
Hicaz Türkü,Semâî,42,40.5222024548088,50.170412537234284,41.72881221927334,,,1730.6904761904761,233,0
Gerdâniye Türkü,K. Curcuna,168,39.62831781686351,117.112096904012,34.42992358680463,0.0,0.0,1731.2738095238096,6,1
Sûzinâk-Zirgüle Şarkı,Curcuna,84,41.00007155851127,53.765420464889594,41.46850413050072,,,1736.0595238095239,628,0
Bestenigâr Şarkı,Aksak,84,41.939752566795875,60.16705841962574,41.652560354885416,,,1736.595238095238,702,0
Nişâburek Şarkı,Senginsemâî,42,44.834797030926325,57.98196725515074,48.22082437643606,,,1737.547619047619,1358,0
Segâh Türkü,K. Curcuna,84,40.60103141770542,51.91680876614907,42.17766245995213,,,1739.452380952381,87,0
Yegâh Şarkı,Aksak,126,43.235881913017955,79.16631907495008,42.13895156936232,,,1741.079365079365,212,0
Dilkeşhâveran Şarkı,Düyek,42,44.216368161087146,56.28274734213417,47.638111793473485,,,1742.904761904762,918,0
Sûzinâk-Zirgüle Türkü,Nîmsofyan,42,40.85258468427049,48.73089919412849,42.730754601672686,,,1745.095238095238,514,0
Hicaz-Uzzâl Şarkı,Yürüksemâî(6/4),42,44.856143819260936,59.04310422195716,47.828562494568814,,,1746.1666666666667,1084,0
Çargâh(Yeni) Türkü,Raksaksağı,42,38.91845687593598,46.00958512649343,40.359356413993105,,,1747.4761904761904,92,0
Ruhnevaz Oyunhavası,Devr-i Turan,42,45.380594851260334,61.91761577724489,44.68542451062926,,,1749.047619047619,1393,0
Sûzidil Taksim,[Serbest],42,47.81346921971558,111.42923018406698,42.29936336582742,,,1749.047619047619,339,0
Hicazkâr Şarkı,Curcuna,168,43.50069807918263,74.00803449705322,43.251914959692144,,,1749.470238095238,424,0
Hicazkâr Şarkı,Semâî,84,41.213634700574865,64.88615801462441,36.90097802906948,,,1749.892857142857,287,0
Zâvil Türkü,Sofyan,84,41.5787582353764,63.450716053181424,39.943000656720386,,,1754.595238095238,404,0
Nihâvent Fantezi,Semâî,84,44.48041756693528,81.24857081397711,42.242982279945196,,,1755.4285714285713,811,0
Nihâvent Şarkı,Nîmsofyan,252,39.84176610408225,69.07828363768968,39.925139927034195,,,1755.829365079365,17,0
Nihâvent Türkü,Semâî,42,40.54983943894732,48.22607066083733,42.52023404034055,,,1758.7619047619048,235,0
Beyâtî Şarkı,K. Curcuna,42,43.122532320975814,51.350779873299935,46.89181920102335,,,1762.404761904762,882,0
Tâhir Şarkı,Düyek,42,41.39811838509861,48.01268923448615,42.663532642993346,,,1765.142857142857,1043,0
Hüzzam Şarkı,Nîmsofyan,84,39.84600013105914,49.19086061714619,41.52342469012336,,,1765.2261904761904,135,0
Uşşak Şarkı,Türkaksağı (5/4),42,41.61206064566447,51.59251637883502,44.1531622298863,,,1766.2619047619048,375,0
Gerdâniye Şarkı,Nîmsofyan,42,43.601333601692545,55.4262706685299,46.77444965832014,,,1770.9761904761904,750,0
Sûzinâk-Zirgüle Şarkı,K. Curcuna,42,44.37491002401186,57.711682643064535,47.290531473432665,,,1771.1904761904761,1002,0
Eviç-Hûzî Türkü,Aksak,42,42.80108448412033,51.113921048245395,45.77643584582309,,,1773.6190476190477,1093,0
Mâhur Fantezi,Semâî,84,41.0802905830118,75.8266478910157,35.46828261200929,,,1776.25,338,0
Nihâvent Fantezi,Düyek,168,40.83004696270027,94.29976152928955,32.47279738679408,,,1776.8392857142858,41,0
Karcığar Şarkı,Yürüksemâî(6/4),42,43.57032024973415,54.253848082476004,47.080033705000005,,,1777.0714285714287,1141,0
Segâh Türkü,İki-Bir,84,38.797711762486024,51.23929054251369,39.279541734511135,,,1779.6190476190477,68,0
Mâhur Şarkı,Semâî,84,43.10028394118804,88.27246489537342,37.72185254988436,,,1783.7619047619048,269,0
Hûzî İlâhî,Düyek,42,40.29825243244667,48.963287049501865,41.17488528761075,,,1788.0238095238096,24,0
Hicazkâr Köçekçe,Raksaksağı,42,39.63597716382116,46.71329452842199,40.63147549834535,,,1794.1666666666667,66,0
Beyâtî Şarkı,Yürüksemâî II,42,43.76321250451019,61.421831039085454,45.96612191636994,,,1794.3095238095239,1062,0
Hicaz Zeybek,Aksak,42,46.71259831048985,96.8428101935544,43.16358143404369,,,1796.0238095238096,510,0
Nişâburek Medhal,Sofyan,42,41.32737361761232,83.20688758684442,37.633079192504525,,,1798.5714285714287,94,0
Eviç Şarkı,Çiftesofyan,42,41.79674055432734,55.01722217236269,43.642401844515355,,,1801.857142857143,400,0
Hicaz-Hümâyûn Yürüksemâî,Yürüksemâî(6/4),42,40.21433169014162,47.81306332294826,41.466314231459,,,1802.7380952380952,330,0
Acemaşîrân Marş,Nîmsofyan,42,42.07499476136407,52.27890032807521,44.09965554230713,,,1807.8809523809523,1257,0
Büzürk Küpe,Devr-i Revân-ı Hindî,42,39.012355243889765,46.01345137206128,40.0238830410856,,,1812.857142857143,150,0
Muhayyer Türkü,Düyek,126,41.66219424981724,54.57022990912746,43.58467882667848,,,1813.2777777777778,203,0
Segâh Türkü,Türkaksağı,42,37.940934202258326,45.16069136562226,38.60893973130018,,,1813.7142857142858,44,0
Mâhur Küpe,Devr-i Revân-ı Hindî,42,38.99004716841298,47.63877812964313,40.255717100230314,,,1816.357142857143,499,0
Şevk-ı-Dil Küpe,Devr-i Revân-ı Hindî,42,38.6512643139917,45.78171881254687,39.94855856279371,,,1817.2619047619048,374,0
Beyâtî-Arabân Şarkı,Düyek,42,43.480374618261294,55.72149569855244,47.24353358320045,,,1818.6190476190477,1256,0
Segâh Türkü,Curcuna,168,39.6911267378144,101.61088389439476,36.89072692254544,0.0,0.0,1831.3154761904761,9,1
Beyâtî Şarkı,Türkaksağı,42,40.458086554407544,49.95467133351278,42.57312389507854,,,1832.2380952380952,55,0
Karcığar Türkü,Türkaksağı,42,43.514921090100216,59.32767072237812,46.4545787373588,,,1832.357142857143,1330,0
Karcığar Güvende,Nîmdevir,42,44.22142930405744,60.49135579288652,47.48026847186425,,,1835.952380952381,1394,0
Sûzidil Şarkı,Senginsemâî,42,42.9404606729888,53.144982071959966,47.15137156272387,,,1836.0238095238096,1141,0
Acemaşîrân Şarkı,Semâî,126,38.94287795268385,64.963116102756,37.7227924008473,,,1836.5873015873017,116,0
Sabâ Peşrev,Hafîf,42,39.6824936727657,52.93698119443334,40.79205076263615,,,1846.904761904762,670,0
Bûselikaşîrân Seyir,Sofyan,42,38.51491891934791,44.929802855665336,40.066216578130465,,,1848.7619047619048,560,0
Bûselik Fantezi,Devr-i Turan,42,40.888200183794844,50.07210676194093,43.23257269154223,,,1849.9761904761904,447,0
Sabâ Şarkı,Nazlı Düyek,42,39.119791746161965,49.80877469646263,40.41931954647826,,,1850.0238095238096,153,0
Rast Marş,Nîmsofyan,42,41.8147017152267,50.99276182987091,44.888880341551555,,,1853.1666666666667,1373,0
Hicaz-Uzzâl Şarkı,Semâî,168,39.07004820189459,97.65622039594116,40.222215099441115,,,1853.3630952380952,419,0
Beyâtî Şarkı,Evfer,42,38.27392508245295,46.26335129698716,39.3594034243482,,,1853.6190476190477,124,0
Tâhir Türkü,Bektâşî Devr-i Revânı,42,39.61909880131732,47.52473314500694,41.21976664344638,,,1854.142857142857,855,0
Rengidil Sazeseri,Devr-i Turan,42,46.2369522691586,116.1002923189353,41.91777141001146,,,1856,296,0
Tâhir Türkü,Raksân,42,38.07804665258796,43.279401771862986,39.2951310093123,,,1857.5,581,0
Nişâburek Şarkı,Müsemmen,126,41.87949300790496,67.99017269894988,41.045233933498835,,,1859.2539682539682,806,0
Kürdîlihicazkâr Longa,Nîmsofyan,84,42.3899633010576,72.17948197437786,42.70229161235543,,,1862.4166666666667,831,0
Nikrîz Küpe,Devr-i Revân-ı Hindî,42,37.5473016598861,43.36248402716341,38.59709597092763,,,1865.7380952380952,102,0
Hisarbûselik Tavşanca,Raksaksağı,42,39.1994585092236,51.938169274316756,40.80077438875851,,,1865.857142857143,423,0
Zevk-i-Dil Küpe,Devr-i Revân-ı Hindî,42,39.03145350591083,46.39662921508372,40.738667299169606,,,1866.0714285714287,1027,0
Tarz-ı-Nevîn Küpe,Devr-i Revân-ı Hindî,42,37.99581679067426,43.28134415426231,39.55739857515884,,,1866.904761904762,863,0
Şehnâz Aranağme,Devr-i Hindî,42,37.30590202797785,43.32857104190613,38.40721829756983,,,1867.7142857142858,183,0
Gerdâniye Türkü,Nîmsofyan,168,37.69955655345714,61.57293371682378,44.89944164519141,,,1870.279761904762,17,0
Muhayyerkürdî Türkü,Sofyan,84,35.21397879025733,60.77973084434862,24.598469243119034,,,1870.404761904762,237,0
Hüzzam Şarkı,Aksaksemâî Evferi,42,41.266919233699966,52.142371572695744,43.23390750071579,,,1871.1904761904761,1377,0
Uşşak Şarkı,Raksaksağı,42,37.954927906262554,44.902990570862386,39.00284448262252,,,1872.357142857143,196,0
Nev`eser Türkü,Aksak (9/4),42,38.72805593255415,48.177115786504565,40.205113302078544,,,1873.0714285714287,354,0
Beyâtî İlâhî,Düyek,42,37.64362006054633,44.22015590343215,38.81506411215244,,,1875.904761904762,261,0
Hicaz Türkü,Sofyan,336,36.75652935377786,68.90156743920339,32.71342095778611,,,1876.4404761904761,75,0
Hicaz Türkü,Yürüksemâî II (6/4),42,36.01381183566073,46.04741279222985,36.75089604585929,0.0,0.0,1876.952380952381,7,1
Sabâ Şarkı,Nîmsofyan,42,39.054258632793676,49.81358186141059,40.38823359302991,,,1877.2619047619048,609,0
Hicaz Taksim,[Serbest],42,44.1354656633449,100.94582483941691,41.43573933755282,,,1880.547619047619,446,0
Nevâ Türkü,Sofyan,42,37.665748624981006,44.1320798663196,38.76122087316747,,,1883.4761904761904,157,0
Tâhir Şarkı,Aksak,84,39.817912045932,57.903846729147645,38.74760460872424,,,1883.547619047619,179,0
Muhayyer Türkü,Aksak,42,42.89321350237792,58.94545089341036,46.11849707894744,,,1884.857142857143,1278,0
Acemkürdî Türkü,Düyek,84,36.34151580616344,65.756278375379,27.25590834690221,0.0,0.0,1889.0238095238096,10,1
Karcığar Türkü,Semâî,42,38.09780029526299,46.163217103791695,39.58352885367384,,,1889.8095238095239,241,0
Hüseynî Sazeseri,Devr-i Turan,42,39.11592161698253,49.04980319755884,40.85886779121132,,,1899.857142857143,32,0
Muhayyer Türkü,Müsemmen II,42,41.358402181795995,52.93618985345585,44.87099361371443,,,1900.7380952380952,1137,0
Nihâvend-i-Rûmî Küpe,Devr-i Revân-ı Hindî,42,36.2793057330315,44.43674543037977,37.10477575348337,,,1901.547619047619,153,0
Aşkefzâ Şarkı,Yürüksemâî II,42,38.36773633201057,46.52499740018487,39.963136402682125,,,1909.4761904761904,472,0
Sûzidil Köçekçe,Çiftesofyan,42,42.04773341913228,62.7876506646266,41.306797056297,,,1911.5,818,0
Tâhir Türkü,Nîmsofyan,168,33.55675021977169,87.50302575740083,33.0946229413382,,,1911.5595238095239,41,0
Nikrîz Şarkı,Evfer,42,42.61318916553086,64.53210023747334,41.41898406348956,,,1913.3809523809523,1286,0
Sûzidilârâ Küpe,Devr-i Revân-ı Hindî,42,37.05410961403818,43.33344943466484,38.36232127161584,,,1917.452380952381,115,0
Segâh İlâhî,Yürüksemâî,42,41.01408872529553,53.54721335435972,44.45273571775548,,,1921.2142857142858,954,0
Muhayyerkürdî Şarkı,Müsemmen,42,40.689012272416086,54.25841805881412,44.89343108638076,,,1923.0714285714287,716,0
Muhayyer Şarkı,Nîmsofyan,42,41.79462247666149,56.97313785572943,42.61549162147257,,,1926.9285714285713,1550,0
Sûzinâk-Zirgüle Küpe,Devr-i Revân-ı Hindî,42,37.59109808049188,46.20072780577026,39.34948067803175,,,1927.2857142857142,413,0
Segâh Şarkı,Raksaksağı,42,36.18713336756337,42.76718121637154,37.33757779857628,,,1930.7142857142858,97,0
Mâverâünnehr Küpe,Devr-i Revân-ı Hindî,42,37.11211321857242,43.56010345127231,38.16820447510087,,,1931.1904761904761,443,0
Şedarabân Şarkı,Düyek,42,37.90875288379357,44.993287491114295,39.75694471154871,,,1933.9761904761904,761,0
Hüzzam Türkü,Curcuna,84,37.903619775295894,54.612090493508894,40.87317389700169,,,1936.7857142857142,316,0
Muhayyer Türkü,Curcuna,84,36.94591980983122,52.906797697347294,31.948913989569387,,,1938.6190476190477,127,0
Hüseynîgülizâr İlâhî,Sofyan,42,37.21209271174652,45.3313097512297,38.123294984279994,,,1939.642857142857,893,0
Isfahân Şarkı,Müsemmen,42,35.84556869403401,40.93080289412838,36.72988134871283,,,1943.3095238095239,84,0
Hicaz-Uzzâl Şarkı,Müsemmen,42,37.21445789903869,43.15683295511362,38.981069072457174,,,1947.047619047619,240,0
Muhayyer Türkü,Nîmsofyan,168,39.038373830413875,64.9649701626699,39.98415501735819,,,1947.3035714285713,619,0
Segâh Türkü,Nîmsofyan,168,37.10175878932527,77.96665612495062,36.86197083078691,,,1948.5833333333333,156,0
Ferahfezâ Şarkı,Semâî,42,36.04132644363678,44.42479197917864,36.898632497261275,,,1949.7619047619048,198,0
Ferahfezâ Şarkı,Raksaksağı,42,36.84884797156421,44.463042025832856,38.24293242047769,,,1950.2619047619048,919,0
Acem İlâhî,Nîmevsat,42,35.930870255286564,43.51468147635305,36.83714117209635,,,1961.595238095238,678,0
Sabâaşîrân Seyir,Sofyan,42,35.22854730269437,40.41551740594009,36.358474969835015,,,1962.7142857142858,56,0
