raga,makam,usul,metric,agg,value
Bhairav,Segâh Şarkı,Aksak,shapeh_score,top_5_mean,53.791522608419335
Bhairav,Segâh Şarkı,Çiftesofyan,shapeh_score,mean,26.05077596594578
Bhairav,Segâh Şarkı,Çiftesofyan,shapeh_score,median,25.974726948187467
Bhairav,Segâh Şarkı,Çiftesofyan,shapeh_score,max,51.845374394741626
Bhairav,Segâh Şarkı,Çiftesofyan,shapeh_score,top_5_mean,44.053552629517064
Bhairav,Segâh Şarkı,Curcuna,shapeh_score,mean,23.931661409715048
Bhairav,Segâh Şarkı,Curcuna,shapeh_score,median,23.346463111829085
Bhairav,Segâh Şarkı,Curcuna,shapeh_score,max,53.25363724815621
Bhairav,Segâh Şarkı,Curcuna,shapeh_score,top_5_mean,49.979685543461024
Bhairav,Segâh Şarkı,Devr-i Hindî,shapeh_score,mean,23.29545423094213
Bhairav,Segâh Şarkı,Devr-i Hindî,shapeh_score,median,21.565080138409883
Bhairav,Segâh Şarkı,Devr-i Hindî,shapeh_score,max,56.55246640540296
Bhairav,Segâh Şarkı,Devr-i Hindî,shapeh_score,top_5_mean,50.60623713447662
Bhairav,Segâh Şarkı,Düyek,shapeh_score,mean,23.39681837155858
Bhairav,Segâh Şarkı,Düyek,shapeh_score,median,22.459131262883332
Bhairav,Segâh Şarkı,Düyek,shapeh_score,max,58.57182826120082
Bhairav,Segâh Şarkı,Düyek,shapeh_score,top_5_mean,51.87054658797411
Bhairav,Segâh Şarkı,K. Curcuna,shapeh_score,mean,24.63943975121007
Bhairav,Segâh Şarkı,K. Curcuna,shapeh_score,median,23.181771592354686
Bhairav,Segâh Şarkı,K. Curcuna,shapeh_score,max,50.347992016786904
Bhairav,Segâh Şarkı,K. Curcuna,shapeh_score,top_5_mean,43.33462526336479
Bhairav,Segâh Şarkı,Mürekkep Nîmsofyan,shapeh_score,mean,18.847288676073756
Bhairav,Segâh Şarkı,Mürekkep Nîmsofyan,shapeh_score,median,16.54213445531381
Bhairav,Segâh Şarkı,Mürekkep Nîmsofyan,shapeh_score,max,49.904120956219046
Bhairav,Segâh Şarkı,Mürekkep Nîmsofyan,shapeh_score,top_5_mean,38.61916013863779
Bhairav,Segâh Şarkı,Mürekkep Sofyan,shapeh_score,mean,28.886786888357452
Bhairav,Segâh Şarkı,Mürekkep Sofyan,shapeh_score,median,29.932336428893983
Bhairav,Segâh Şarkı,Mürekkep Sofyan,shapeh_score,max,47.2503194567312
Bhairav,Segâh Şarkı,Mürekkep Sofyan,shapeh_score,top_5_mean,44.193218542593485
Bhairav,Segâh Şarkı,Müsemmen,shapeh_score,mean,24.50649115998424
Bhairav,Segâh Şarkı,Müsemmen,shapeh_score,median,24.511585559558558
Bhairav,Segâh Şarkı,Müsemmen,shapeh_score,max,48.02983732992575
Bhairav,Segâh Şarkı,Müsemmen,shapeh_score,top_5_mean,41.78873660382946
Bhairav,Segâh Şarkı,Nîmsofyan,shapeh_score,mean,23.856202734835886
Bhairav,Segâh Şarkı,Nîmsofyan,shapeh_score,median,24.284066837328496
Bhairav,Segâh Şarkı,Nîmsofyan,shapeh_score,max,37.545959032612345
Bhairav,Segâh Şarkı,Nîmsofyan,shapeh_score,top_5_mean,34.7061492393582
Bhairav,Segâh Şarkı,Raksaksağı,shapeh_score,mean,24.691642749385352
Bhairav,Segâh Şarkı,Raksaksağı,shapeh_score,median,24.82347825343709
Bhairav,Segâh Şarkı,Raksaksağı,shapeh_score,max,37.454548821678316
Bhairav,Segâh Şarkı,Raksaksağı,shapeh_score,top_5_mean,36.21007246717465
Bhairav,Segâh Şarkı,Semâî,shapeh_score,mean,23.119434470855037
Bhairav,Segâh Şarkı,Semâî,shapeh_score,median,22.754500173083578
Bhairav,Segâh Şarkı,Semâî,shapeh_score,max,41.852401018272744
Bhairav,Segâh Şarkı,Semâî,shapeh_score,top_5_mean,38.731563037324776
Bhairav,Segâh Şarkı,Senginsemâî,shapeh_score,mean,22.985125993743843
Bhairav,Segâh Şarkı,Senginsemâî,shapeh_score,median,21.962687311335337
Bhairav,Segâh Şarkı,Senginsemâî,shapeh_score,max,54.98039739420169
Bhairav,Segâh Şarkı,Senginsemâî,shapeh_score,top_5_mean,49.84042377698282
Bhairav,Segâh Şarkı,Sofyan,shapeh_score,mean,26.664494371069615
Bhairav,Segâh Şarkı,Sofyan,shapeh_score,median,25.834146398793113
Bhairav,Segâh Şarkı,Sofyan,shapeh_score,max,64.80493694201905
Bhairav,Segâh Şarkı,Sofyan,shapeh_score,top_5_mean,47.94622400006833
Bhairav,Segâh Şarkı,Türkaksağı,shapeh_score,mean,23.766111781670066
Bhairav,Segâh Şarkı,Türkaksağı,shapeh_score,median,22.583728647683028
Bhairav,Segâh Şarkı,Türkaksağı,shapeh_score,max,49.56280013618751
Bhairav,Segâh Şarkı,Türkaksağı,shapeh_score,top_5_mean,42.87266590025539
Bhairav,Segâh Şarkı,Yürüksemâî II,shapeh_score,mean,27.08892369893754
Bhairav,Segâh Şarkı,Yürüksemâî II,shapeh_score,median,25.02980527741095
Bhairav,Segâh Şarkı,Yürüksemâî II,shapeh_score,max,53.85698951384164
Bhairav,Segâh Şarkı,Yürüksemâî II,shapeh_score,top_5_mean,47.256740928782115
Bhairav,Segâh Sazeseri,Sofyan,shapeh_score,mean,27.16258990900002
Bhairav,Segâh Sazeseri,Sofyan,shapeh_score,median,25.104585575228676
Bhairav,Segâh Sazeseri,Sofyan,shapeh_score,max,52.739049792513335
Bhairav,Segâh Sazeseri,Sofyan,shapeh_score,top_5_mean,46.95146935850805
Bhairav,Segâh Sazsemâîsi,Aksaksemâî,shapeh_score,mean,28.046667438414335
Bhairav,Segâh Sazsemâîsi,Aksaksemâî,shapeh_score,median,27.145993506872767
Bhairav,Segâh Sazsemâîsi,Aksaksemâî,shapeh_score,max,62.22985356986654
Bhairav,Segâh Sazsemâîsi,Aksaksemâî,shapeh_score,top_5_mean,54.56935836563506
Bhairav,Segâh Seyir,Semâî,shapeh_score,mean,14.193713036581993
Bhairav,Segâh Seyir,Semâî,shapeh_score,median,14.708684308370835
Bhairav,Segâh Seyir,Semâî,shapeh_score,max,18.852227934692642
Bhairav,Segâh Seyir,Semâî,shapeh_score,top_5_mean,18.372311043302236
Bhairav,Segâh Seyir,Sofyan,shapeh_score,mean,14.966000693419698
Bhairav,Segâh Seyir,Sofyan,shapeh_score,median,13.23517820485973
Bhairav,Segâh Seyir,Sofyan,shapeh_score,max,27.119024520886136
Bhairav,Segâh Seyir,Sofyan,shapeh_score,top_5_mean,25.98388855411818
Bhairav,Segâh Tekbîr,Durak Evferi,shapeh_score,mean,7.766652909523789
Bhairav,Segâh Tekbîr,Durak Evferi,shapeh_score,median,7.803948656144895
Bhairav,Segâh Tekbîr,Durak Evferi,shapeh_score,max,12.133915407002833
Bhairav,Segâh Tekbîr,Durak Evferi,shapeh_score,top_5_mean,10.75997609594671
Bhairav,Segâh Türkü,3+3+3+3+3+3,shapeh_score,mean,19.248547291840623
Bhairav,Segâh Türkü,3+3+3+3+3+3,shapeh_score,median,18.60505603491872
Bhairav,Segâh Türkü,3+3+3+3+3+3,shapeh_score,max,38.63893198171438
Bhairav,Segâh Türkü,3+3+3+3+3+3,shapeh_score,top_5_mean,32.38200913710356
Bhairav,Segâh Türkü,Aksak,shapeh_score,mean,18.757623485026862
Bhairav,Segâh Türkü,Aksak,shapeh_score,median,18.18132428170314
Bhairav,Segâh Türkü,Aksak,shapeh_score,max,50.87644539034969
Bhairav,Segâh Türkü,Aksak,shapeh_score,top_5_mean,46.27011993338771
Bhairav,Segâh Türkü,Âzerî Yürüksemâî,shapeh_score,mean,28.140601459844497
Bhairav,Segâh Türkü,Âzerî Yürüksemâî,shapeh_score,median,27.696534980690142
Bhairav,Segâh Türkü,Âzerî Yürüksemâî,shapeh_score,max,58.490840815814764
Bhairav,Segâh Türkü,Âzerî Yürüksemâî,shapeh_score,top_5_mean,50.20998528433423
Bhairav,Segâh Türkü,Çiftesofyan,shapeh_score,mean,13.953881841066604
Bhairav,Segâh Türkü,Çiftesofyan,shapeh_score,median,14.336693505305758
Bhairav,Segâh Türkü,Çiftesofyan,shapeh_score,max,21.307791040396133
Bhairav,Segâh Türkü,Çiftesofyan,shapeh_score,top_5_mean,18.181705136807253
Bhairav,Segâh Türkü,Curcuna,shapeh_score,mean,23.44844069772592
Bhairav,Segâh Türkü,Curcuna,shapeh_score,median,23.09970647019187
Bhairav,Segâh Türkü,Curcuna,shapeh_score,max,49.588792588888694
Bhairav,Segâh Türkü,Curcuna,shapeh_score,top_5_mean,47.51972198360901
Bhairav,Segâh Türkü,K. Curcuna,shapeh_score,mean,25.534041797361215
Bhairav,Segâh Türkü,K. Curcuna,shapeh_score,median,24.111909218730634
Bhairav,Segâh Türkü,K. Curcuna,shapeh_score,max,43.89016742809193
Bhairav,Segâh Türkü,K. Curcuna,shapeh_score,top_5_mean,42.34028459784063
Bhairav,Segâh Türkü,2+2+3,shapeh_score,mean,15.26469672249638
Bhairav,Segâh Türkü,2+2+3,shapeh_score,median,14.660244411109826
Bhairav,Segâh Türkü,2+2+3,shapeh_score,max,30.69801117706807
Bhairav,Segâh Türkü,2+2+3,shapeh_score,top_5_mean,25.351624492679917
Bhairav,Segâh Türkü,İki-Bir,shapeh_score,mean,26.245798424074508
Bhairav,Segâh Türkü,İki-Bir,shapeh_score,median,26.13463587630863
Bhairav,Segâh Türkü,İki-Bir,shapeh_score,max,42.193809448511516
Bhairav,Segâh Türkü,İki-Bir,shapeh_score,top_5_mean,40.317218326060946
Bhairav,Segâh Türkü,Nîmsofyan,shapeh_score,mean,21.9079311692425
Bhairav,Segâh Türkü,Nîmsofyan,shapeh_score,median,21.231806636437582
Bhairav,Segâh Türkü,Nîmsofyan,shapeh_score,max,53.646521304950426
Bhairav,Segâh Türkü,Nîmsofyan,shapeh_score,top_5_mean,43.37026737495599
Bhairav,Segâh Türkü,Oynak,shapeh_score,mean,26.786723685546708
Bhairav,Segâh Türkü,Oynak,shapeh_score,median,25.235888346132967
Bhairav,Segâh Türkü,Oynak,shapeh_score,max,50.177054530587306
Bhairav,Segâh Türkü,Oynak,shapeh_score,top_5_mean,43.91468788685601
Bhairav,Segâh Türkü,Semâî,shapeh_score,mean,28.999436096205834
Bhairav,Segâh Türkü,Semâî,shapeh_score,median,28.5060518709409
Bhairav,Segâh Türkü,Semâî,shapeh_score,max,55.78997981403835
Bhairav,Segâh Türkü,Semâî,shapeh_score,top_5_mean,47.62798298510051
Bhairav,Segâh Türkü,Sofyan,shapeh_score,mean,19.537209852099632
Bhairav,Segâh Türkü,Sofyan,shapeh_score,median,19.472912063569392
Bhairav,Segâh Türkü,Sofyan,shapeh_score,max,54.70653287234687
Bhairav,Segâh Türkü,Sofyan,shapeh_score,top_5_mean,44.53258017046236
Bhairav,Segâh Türkü,Türkaksağı,shapeh_score,mean,27.260876011850403
Bhairav,Segâh Türkü,Türkaksağı,shapeh_score,median,29.008362144982783
Bhairav,Segâh Türkü,Türkaksağı,shapeh_score,max,37.67615064966885
Bhairav,Segâh Türkü,Türkaksağı,shapeh_score,top_5_mean,37.39072115309276
Bhairav,Segâh Yürüksemâî,Yürüksemâî(6/4),shapeh_score,mean,24.328602229511876
Bhairav,Segâh Yürüksemâî,Yürüksemâî(6/4),shapeh_score,median,22.910861243950976
Bhairav,Segâh Yürüksemâî,Yürüksemâî(6/4),shapeh_score,max,50.606464208737314
Bhairav,Segâh Yürüksemâî,Yürüksemâî(6/4),shapeh_score,top_5_mean,45.93020500788488
Bhairav,Segâh Zeybek,Ağıraksak,shapeh_score,mean,19.741110141734524
Bhairav,Segâh Zeybek,Ağıraksak,shapeh_score,median,20.491812363153564
Bhairav,Segâh Zeybek,Ağıraksak,shapeh_score,max,28.56913442539814
Bhairav,Segâh Zeybek,Ağıraksak,shapeh_score,top_5_mean,27.606753963471533
Bhairav,Segâh-Mâye Küpe,Darb,shapeh_score,mean,22.935337409192172
Bhairav,Segâh-Mâye Küpe,Darb,shapeh_score,median,24.365375164002035
Bhairav,Segâh-Mâye Küpe,Darb,shapeh_score,max,32.63164466439592
Bhairav,Segâh-Mâye Küpe,Darb,shapeh_score,top_5_mean,29.97738958620916
Bhairav,Segâh-Mâye İlâhî,Devr-i Revân,shapeh_score,mean,23.633244898918576
Bhairav,Segâh-Mâye İlâhî,Devr-i Revân,shapeh_score,median,22.547560946076274
Bhairav,Segâh-Mâye İlâhî,Devr-i Revân,shapeh_score,max,43.53727066425628
Bhairav,Segâh-Mâye İlâhî,Devr-i Revân,shapeh_score,top_5_mean,38.10599552974258
Bhairav,Segâh-Mâye Seyir,Sofyan,shapeh_score,mean,17.059091982441597
Bhairav,Segâh-Mâye Seyir,Sofyan,shapeh_score,median,17.686144623796068
Bhairav,Segâh-Mâye Seyir,Sofyan,shapeh_score,max,23.629970810843155
Bhairav,Segâh-Mâye Seyir,Sofyan,shapeh_score,top_5_mean,22.35926980097525
Bhairav,Segâh-Mâye Türkü,Müsemmen II,shapeh_score,mean,25.836829262121256
Bhairav,Segâh-Mâye Türkü,Müsemmen II,shapeh_score,median,23.533454634295044
Bhairav,Segâh-Mâye Türkü,Müsemmen II,shapeh_score,max,44.51598138389933
Bhairav,Segâh-Mâye Türkü,Müsemmen II,shapeh_score,top_5_mean,40.59061901241213
Bhairav,Şehnâz Ağırsemâî,Senginsemâî,shapeh_score,mean,22.370978995054276
Bhairav,Şehnâz Ağırsemâî,Senginsemâî,shapeh_score,median,21.281119430519404
Bhairav,Şehnâz Ağırsemâî,Senginsemâî,shapeh_score,max,48.7968126979242
Bhairav,Şehnâz Ağırsemâî,Senginsemâî,shapeh_score,top_5_mean,40.42749649915307
Bhairav,Şehnâz Aranağme,Devr-i Hindî,shapeh_score,mean,26.004124768602882
Bhairav,Şehnâz Aranağme,Devr-i Hindî,shapeh_score,median,24.90381823802339
Bhairav,Şehnâz Aranağme,Devr-i Hindî,shapeh_score,max,41.60785600015953
Bhairav,Şehnâz Aranağme,Devr-i Hindî,shapeh_score,top_5_mean,38.66635568604488
Bhairav,Şehnâz Aranağme,Sofyan,shapeh_score,mean,16.491800814072825
Bhairav,Şehnâz Aranağme,Sofyan,shapeh_score,median,16.79000438763314
Bhairav,Şehnâz Aranağme,Sofyan,shapeh_score,max,22.483346225567082
Bhairav,Şehnâz Aranağme,Sofyan,shapeh_score,top_5_mean,21.759768110739305
Bhairav,Şehnâz Dîvân,Sofyan,shapeh_score,mean,19.047759959971327
Bhairav,Şehnâz Dîvân,Sofyan,shapeh_score,median,17.79222349007725
Bhairav,Şehnâz Dîvân,Sofyan,shapeh_score,max,41.58308439213467
Bhairav,Şehnâz Dîvân,Sofyan,shapeh_score,top_5_mean,30.85776803381325
Bhairav,Şehnâz Fantezi,Yürüksemâî,shapeh_score,mean,20.646887161512723
Bhairav,Şehnâz Fantezi,Yürüksemâî,shapeh_score,median,18.912804338628412
Bhairav,Şehnâz Fantezi,Yürüksemâî,shapeh_score,max,46.13421670064229
Bhairav,Şehnâz Fantezi,Yürüksemâî,shapeh_score,top_5_mean,37.84036921647982
Bhairav,Şehnâz İlâhî,Düyek,shapeh_score,mean,20.01791766105778
Bhairav,Şehnâz İlâhî,Düyek,shapeh_score,median,19.85861279564884
Bhairav,Şehnâz İlâhî,Düyek,shapeh_score,max,30.196640753989122
Bhairav,Şehnâz İlâhî,Düyek,shapeh_score,top_5_mean,27.44722104696335
Bhairav,Şehnâz İlâhî,Evsât,shapeh_score,mean,29.581145638961953
Bhairav,Şehnâz İlâhî,Evsât,shapeh_score,median,28.159361898534556
Bhairav,Şehnâz İlâhî,Evsât,shapeh_score,max,61.54009555923082
Bhairav,Şehnâz İlâhî,Evsât,shapeh_score,top_5_mean,52.69493613002203
Bhairav,Şehnâz Küpe,Düyek (8/4),shapeh_score,mean,21.103920612738257
Bhairav,Şehnâz Küpe,Düyek (8/4),shapeh_score,median,21.50706508654891
Bhairav,Şehnâz Küpe,Düyek (8/4),shapeh_score,max,28.83720314029173
Bhairav,Şehnâz Küpe,Düyek (8/4),shapeh_score,top_5_mean,27.277958696417098
Bhairav,Şehnâz Longa,Sofyan,shapeh_score,mean,18.21345557111035
Bhairav,Şehnâz Longa,Sofyan,shapeh_score,median,15.966578842775998
Bhairav,Şehnâz Longa,Sofyan,shapeh_score,max,45.37867909449506
Bhairav,Şehnâz Longa,Sofyan,shapeh_score,top_5_mean,36.61209889839067
Bhairav,Şehnâz Peşrev,Zencîr,shapeh_score,mean,21.32133151505691
Bhairav,Şehnâz Peşrev,Zencîr,shapeh_score,median,19.247554036978634
Bhairav,Şehnâz Peşrev,Zencîr,shapeh_score,max,47.97373260794927
Bhairav,Şehnâz Peşrev,Zencîr,shapeh_score,top_5_mean,40.061028842989664
Bhairav,Şehnâz Şarkı,Ağıraksak,shapeh_score,mean,24.633003962369187
Bhairav,Şehnâz Şarkı,Ağıraksak,shapeh_score,median,23.288209802941132
Bhairav,Şehnâz Şarkı,Ağıraksak,shapeh_score,max,52.637107837480855
Bhairav,Şehnâz Şarkı,Ağıraksak,shapeh_score,top_5_mean,42.14644651574915
Bhairav,Şehnâz Şarkı,Ağırevfer,shapeh_score,mean,26.517311071454174
Bhairav,Şehnâz Şarkı,Ağırevfer,shapeh_score,median,25.560845645060418
Bhairav,Şehnâz Şarkı,Ağırevfer,shapeh_score,max,49.820683274142965
Bhairav,Şehnâz Şarkı,Ağırevfer,shapeh_score,top_5_mean,42.58744040012931
Bhairav,Şehnâz Şarkı,Aksak,shapeh_score,mean,22.619534942769807
Bhairav,Şehnâz Şarkı,Aksak,shapeh_score,median,21.717021879758903
Bhairav,Şehnâz Şarkı,Aksak,shapeh_score,max,54.1539888286301
Bhairav,Şehnâz Şarkı,Aksak,shapeh_score,top_5_mean,49.02645956468407
Bhairav,Şehnâz Şarkı,Aksaksemâî,shapeh_score,mean,26.275881608660427
Bhairav,Şehnâz Şarkı,Aksaksemâî,shapeh_score,median,24.723092269930603
Bhairav,Şehnâz Şarkı,Aksaksemâî,shapeh_score,max,58.240411668254964
Bhairav,Şehnâz Şarkı,Aksaksemâî,shapeh_score,top_5_mean,46.10740256391624
Bhairav,Şehnâz Şarkı,Aydın,shapeh_score,mean,22.788322105456093
Bhairav,Şehnâz Şarkı,Aydın,shapeh_score,median,20.962496776941563
Bhairav,Şehnâz Şarkı,Aydın,shapeh_score,max,51.714033873097605
Bhairav,Şehnâz Şarkı,Aydın,shapeh_score,top_5_mean,41.89480108209286
Bhairav,Şehnâz Şarkı,Curcuna,shapeh_score,mean,23.154014894617095
Bhairav,Şehnâz Şarkı,Curcuna,shapeh_score,median,21.501181313241396
Bhairav,Şehnâz Şarkı,Curcuna,shapeh_score,max,44.105249774563944
Bhairav,Şehnâz Şarkı,Curcuna,shapeh_score,top_5_mean,39.53642177120771
Bhairav,Şehnâz Şarkı,Devr-i Hindî,shapeh_score,mean,27.27410113385855
Bhairav,Şehnâz Şarkı,Devr-i Hindî,shapeh_score,median,24.90381823802339
Bhairav,Şehnâz Şarkı,Devr-i Hindî,shapeh_score,max,60.20159322367091
Bhairav,Şehnâz Şarkı,Devr-i Hindî,shapeh_score,top_5_mean,48.19453269570192
Bhairav,Şehnâz Şarkı,Senginsemâî,shapeh_score,mean,22.17093417919411
Bhairav,Şehnâz Şarkı,Senginsemâî,shapeh_score,median,20.60155910554964
Bhairav,Şehnâz Şarkı,Senginsemâî,shapeh_score,max,54.424615334207964
Bhairav,Şehnâz Şarkı,Senginsemâî,shapeh_score,top_5_mean,42.72300259411684
Bhairav,Şehnâz Şarkı,Sofyan,shapeh_score,mean,21.668956564466967
Bhairav,Şehnâz Şarkı,Sofyan,shapeh_score,median,20.723844791751247
Bhairav,Şehnâz Şarkı,Sofyan,shapeh_score,max,50.2585541039327
Bhairav,Şehnâz Şarkı,Sofyan,shapeh_score,top_5_mean,40.56162416503196
Bhairav,Şehnâz Sazsemâîsi,Aksaksemâî,shapeh_score,mean,26.389543082412676
Bhairav,Şehnâz Sazsemâîsi,Aksaksemâî,shapeh_score,median,26.181737403005528
Bhairav,Şehnâz Sazsemâîsi,Aksaksemâî,shapeh_score,max,47.13038108303306
Bhairav,Şehnâz Sazsemâîsi,Aksaksemâî,shapeh_score,top_5_mean,41.95818970245292
Bhairav,Şehnâz Seyir,Devr-i Hindî,shapeh_score,mean,18.194343334871174
Bhairav,Şehnâz Seyir,Devr-i Hindî,shapeh_score,median,18.948805367158
Bhairav,Şehnâz Seyir,Devr-i Hindî,shapeh_score,max,24.995780464490792
Bhairav,Şehnâz Seyir,Devr-i Hindî,shapeh_score,top_5_mean,23.51934732532448
Bhairav,Şehnâz Seyir,Sofyan,shapeh_score,mean,19.582160804855267
Bhairav,Şehnâz Seyir,Sofyan,shapeh_score,median,20.438666444435896
Bhairav,Şehnâz Seyir,Sofyan,shapeh_score,max,27.974167097594922
Bhairav,Şehnâz Seyir,Sofyan,shapeh_score,top_5_mean,25.884237285479642
Bhairav,Şehnâz Türkü,Sofyan,shapeh_score,mean,20.133067719739323
Bhairav,Şehnâz Türkü,Sofyan,shapeh_score,median,19.436907829788325
Bhairav,Şehnâz Türkü,Sofyan,shapeh_score,max,44.48730364273267
Bhairav,Şehnâz Türkü,Sofyan,shapeh_score,top_5_mean,36.21885186467285
Bhairav,Şehnâz Yürüksemâî,Yürüksemâî(6/4),shapeh_score,mean,27.13468002059229
Bhairav,Şehnâz Yürüksemâî,Yürüksemâî(6/4),shapeh_score,median,24.119886021257223
Bhairav,Şehnâz Yürüksemâî,Yürüksemâî(6/4),shapeh_score,max,60.54455085879363
Bhairav,Şehnâz Yürüksemâî,Yürüksemâî(6/4),shapeh_score,top_5_mean,49.09911734496905
Bhairav,Şehnâzbûselik Ağırsemâî,Aksaksemâî,shapeh_score,mean,17.75432273103978
Bhairav,Şehnâzbûselik Ağırsemâî,Aksaksemâî,shapeh_score,median,15.674208623408594
Bhairav,Şehnâzbûselik Ağırsemâî,Aksaksemâî,shapeh_score,max,45.4594948808572
Bhairav,Şehnâzbûselik Ağırsemâî,Aksaksemâî,shapeh_score,top_5_mean,35.27057835557776
Bhairav,Şehnâzbûselik Aranağme,Semâî,shapeh_score,mean,13.853583264259317
Bhairav,Şehnâzbûselik Aranağme,Semâî,shapeh_score,median,13.806986878412701
Bhairav,Şehnâzbûselik Aranağme,Semâî,shapeh_score,max,20.310719215696327
Bhairav,Şehnâzbûselik Aranağme,Semâî,shapeh_score,top_5_mean,18.73784646987847
Bhairav,Şehnâzbûselik Küpe,Aksak (9/4),shapeh_score,mean,21.10438713793971
Bhairav,Şehnâzbûselik Küpe,Aksak (9/4),shapeh_score,median,21.987098862776776
Bhairav,Şehnâzbûselik Küpe,Aksak (9/4),shapeh_score,max,31.618198990559463
Bhairav,Şehnâzbûselik Küpe,Aksak (9/4),shapeh_score,top_5_mean,28.838564161299647
Bhairav,Şehnâzbûselik Örnek-öz,Sofyan (4/8),shapeh_score,mean,8.734128256052177
Bhairav,Şehnâzbûselik Örnek-öz,Sofyan (4/8),shapeh_score,median,8.900469462500695
Bhairav,Şehnâzbûselik Örnek-öz,Sofyan (4/8),shapeh_score,max,11.626582503885476
Bhairav,Şehnâzbûselik Örnek-öz,Sofyan (4/8),shapeh_score,top_5_mean,10.962502973761097
Bhairav,Şehnâzbûselik Şarkı,Aksak,shapeh_score,mean,22.725359400269966
Bhairav,Şehnâzbûselik Şarkı,Aksak,shapeh_score,median,21.85525369209357
Bhairav,Şehnâzbûselik Şarkı,Aksak,shapeh_score,max,50.98087034686513
Bhairav,Şehnâzbûselik Şarkı,Aksak,shapeh_score,top_5_mean,42.10621861524585
Bhairav,Şehnâzbûselik Şarkı,Semâî,shapeh_score,mean,20.429001457999366
Bhairav,Şehnâzbûselik Şarkı,Semâî,shapeh_score,median,20.697011138605045
Bhairav,Şehnâzbûselik Şarkı,Semâî,shapeh_score,max,32.245911879801646
Bhairav,Şehnâzbûselik Şarkı,Semâî,shapeh_score,top_5_mean,29.690620579423992
Bhairav,Şehnâzbûselik Sazsemâîsi,Aksaksemâî,shapeh_score,mean,23.887100884289875
Bhairav,Şehnâzbûselik Sazsemâîsi,Aksaksemâî,shapeh_score,median,21.578060694642097
Bhairav,Şehnâzbûselik Sazsemâîsi,Aksaksemâî,shapeh_score,max,51.88872791403652
Bhairav,Şehnâzbûselik Sazsemâîsi,Aksaksemâî,shapeh_score,top_5_mean,48.18390849790515
Bhairav,Şehnâzbûselik Seyir,Sofyan,shapeh_score,mean,12.262110915539894
Bhairav,Şehnâzbûselik Seyir,Sofyan,shapeh_score,median,12.685248577936758
Bhairav,Şehnâzbûselik Seyir,Sofyan,shapeh_score,max,15.617075727983842
Bhairav,Şehnâzbûselik Seyir,Sofyan,shapeh_score,top_5_mean,15.119206864081669
Bhairav,Selmek Sazsemâîsi,Aksaksemâî,shapeh_score,mean,23.60382947505849
Bhairav,Selmek Sazsemâîsi,Aksaksemâî,shapeh_score,median,22.612320915476808
Bhairav,Selmek Sazsemâîsi,Aksaksemâî,shapeh_score,max,48.19275955058096
Bhairav,Selmek Sazsemâîsi,Aksaksemâî,shapeh_score,top_5_mean,43.03497057579134
Bhairav,Şerefnümâ Sazsemâîsi,Aksaksemâî,shapeh_score,mean,24.16204198058628
Bhairav,Şerefnümâ Sazsemâîsi,Aksaksemâî,shapeh_score,median,22.69845741930245
Bhairav,Şerefnümâ Sazsemâîsi,Aksaksemâî,shapeh_score,max,50.479287664910125
Bhairav,Şerefnümâ Sazsemâîsi,Aksaksemâî,shapeh_score,top_5_mean,40.4577307104404
Bhairav,Şevk-ı-Cedîd Küpe,Müsemmen,shapeh_score,mean,19.4634671541091
Bhairav,Şevk-ı-Cedîd Küpe,Müsemmen,shapeh_score,median,19.772010461940845
Bhairav,Şevk-ı-Cedîd Küpe,Müsemmen,shapeh_score,max,27.371294907353995
Bhairav,Şevk-ı-Cedîd Küpe,Müsemmen,shapeh_score,top_5_mean,25.818473502542123
Bhairav,Şevkâver Küpe,Aksaksemâî,shapeh_score,mean,19.863388298138993
Bhairav,Şevkâver Küpe,Aksaksemâî,shapeh_score,median,20.33824484702403
Bhairav,Şevkâver Küpe,Aksaksemâî,shapeh_score,max,28.687611916697655
Bhairav,Şevkâver Küpe,Aksaksemâî,shapeh_score,top_5_mean,26.329077899007512
Bhairav,Şevkâver Peşrev,Hafîf,shapeh_score,mean,22.148392747842085
Bhairav,Şevkâver Peşrev,Hafîf,shapeh_score,median,22.14740524208196
Bhairav,Şevkâver Peşrev,Hafîf,shapeh_score,max,33.472362897148464
Bhairav,Şevkâver Peşrev,Hafîf,shapeh_score,top_5_mean,31.981749440505546
Bhairav,Şevk`efzâ Küpe,Aksaksemâî,shapeh_score,mean,23.564257423277642
Bhairav,Şevk`efzâ Küpe,Aksaksemâî,shapeh_score,median,23.90272809637977
Bhairav,Şevk`efzâ Küpe,Aksaksemâî,shapeh_score,max,33.2530567414986
Bhairav,Şevk`efzâ Küpe,Aksaksemâî,shapeh_score,top_5_mean,31.580536288432747
Bhairav,Şevk`efzâ Peşrev,Muhammes,shapeh_score,mean,22.48599668024133
Bhairav,Şevk`efzâ Peşrev,Muhammes,shapeh_score,median,22.341321532309642
Bhairav,Şevk`efzâ Peşrev,Muhammes,shapeh_score,max,52.062276611778465
Bhairav,Şevk`efzâ Peşrev,Muhammes,shapeh_score,top_5_mean,39.55842845807457
Bhairav,Şevk`efzâ Şarkı,Aksak,shapeh_score,mean,28.20142970496829
Bhairav,Şevk`efzâ Şarkı,Aksak,shapeh_score,median,27.36295092546294
Bhairav,Şevk`efzâ Şarkı,Aksak,shapeh_score,max,59.11555928789275
